Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
SMITHERS A,BRITISH COLUMBIA,1077500,487,,YYD,54.82,-127.18,544929000,-1271058000,521.8,1942,2018,1953,2012,1942,2018,1942,2010
TOPLEY LANDING,BRITISH COLUMBIA,1078209,496,,,54.82,-126.16,544857000,-1260947000,722,1962,2017,,,1962,2017,1962,2007
SMITHERS,BRITISH COLUMBIA,1077499,48628,71950,YYD,54.83,-127.18,544931000,-1271058000,523,2010,2021,2010,2021,2010,2021,,
NASS CAMP,BRITISH COLUMBIA,1075384,482,,,55.24,-129.03,551415000,-1290147004,195,1973,2017,,,1973,2017,1973,2007
SUSKWA VALLEY,BRITISH COLUMBIA,107G879,450,,,55.29,-127.17,551719000,-1271014000,534,1982,2021,,,1982,2021,1982,2007
MACKENZIE,BRITISH COLUMBIA,1184791,48870,71290,YZY,55.3,-123.13,551758000,-1230800000,690.1,2010,2021,2010,2021,2010,2021,,
MACKENZIE AIRPORT AUTO,BRITISH COLUMBIA,1184793,51517,71944,VZY,55.31,-123.14,551819041,-1230816088,694,2013,2021,2013,2021,2013,2021,,
CHETWYND A,BRITISH COLUMBIA,1181508,1400,,YCQ,55.69,-121.63,554114000,-1213736000,609.6,1982,2021,1982,2014,1982,2021,1982,2007
CHETWYND A,BRITISH COLUMBIA,1181513,52939,,YCQ,55.69,-121.63,554114000,-1213736000,609.3,2014,2021,2014,2021,2018,2021,,
DAWSON CREEK A,BRITISH COLUMBIA,1182289,48208,71471,YDQ,55.74,-120.18,554432000,-1201059000,654.7,2009,2021,2009,2021,2009,2021,,
STEWART A,BRITISH COLUMBIA,1067748,53438,,ZST,55.93,-129.98,555600000,-1295900000,7.3,2015,2021,2015,2021,2018,2021,,
STEWART A,BRITISH COLUMBIA,1067742,434,,ZST,55.94,-129.99,555610000,-1295906000,7.3,1974,2016,1974,2015,1974,2016,1975,2007
FORT ST. JOHN A,BRITISH COLUMBIA,1183001,50837,71943,YXJ,56.24,-120.74,561418000,-1204425000,694.9,2012,2021,2012,2021,2012,2021,,
CHARLIE LAKE,BRITISH COLUMBIA,11814FR,1398,,,56.3,-121.02,561751600,-1210059400,753,1988,2017,,,1988,2017,1988,2007
PINK MOUNTAIN 3,BRITISH COLUMBIA,1186173,54818,,WNO,56.94,-122.72,565607000,-1224301000,960.12,2019,2021,2019,2021,2019,2021,,
SIKANNI CHIEF,BRITISH COLUMBIA,1187335,1440,,WKS,57.25,-122.72,571501008,-1224305001,937,1990,2016,1994,2014,1990,2016,1990,2007
DEASE LAKE A,BRITISH COLUMBIA,1192341,49628,71686,YDL,58.42,-130.03,582520000,-1300153000,802.8,2011,2021,2011,2021,2011,2021,,
DEASE LAKE (AUT),BRITISH COLUMBIA,119BLM0,6845,71222,WKX,58.43,-130.03,582533959,-1300130000,800.67,1993,2021,1994,2021,1993,2021,1993,2007
TETSA RIVER,BRITISH COLUMBIA,1195J29,1464,,WTH,58.65,-124.24,583911056,-1241409052,810,1982,2017,1994,2014,1982,2017,1982,2007
FORT NELSON A,BRITISH COLUMBIA,1192946,50819,71945,YYE,58.84,-122.6,585011000,-1223549000,381.9,2012,2021,2012,2021,2012,2021,,
FORT NELSON,BRITISH COLUMBIA,1192948,54098,71594,VFN,58.84,-122.57,585029006,-1223427002,380.2,2015,2021,2015,2021,2015,2021,,
FORT NELSON UA,BRITISH COLUMBIA,1192950,8248,71945,,58.84,-122.57,585029000,-1223422070,378.3,1999,2017,,,1999,2017,1999,2007
PLEASANT CAMP,BRITISH COLUMBIA,1206197,1504,,,59.45,-136.37,592700000,-1362200000,274.3,1974,2021,,,1974,2021,1974,2007
ATLIN,BRITISH COLUMBIA,1200560,1485,,,59.57,-133.7,593400000,-1334200000,673.6,1899,2021,,,1899,2021,1899,2007
EMERSON AUTO,MANITOBA,5020881,48068,71560,WEX,49,-97.24,490000000,-971415000,242,2009,2021,2009,2021,2009,2021,,
SPRAGUE,MANITOBA,5022759,10196,71449,WSU,49.02,-95.6,490125000,-953554009,328.8,1992,2021,1994,2021,1992,2021,1996,2007
GRETNA (AUT),MANITOBA,5021220,3605,71441,WGN,49.03,-97.56,490151004,-973336003,252.6,1885,2021,1994,2021,1885,2021,1885,2007
SCHANZENFELD,MANITOBA,5022623,6889,,,49.13,-97.95,490800000,-975700000,277.4,1991,2021,,,1991,2021,1991,2007
PILOT MOUND (AUT),MANITOBA,5022125,3649,71148,WPO,49.19,-98.9,491127700,-985417500,470.3,1957,2021,1957,2021,1957,2021,1957,2007
MORDEN CDA CS,MANITOBA,5021849,29593,71564,XMD,49.19,-98.08,491115500,-980502200,297.5,1999,2021,2000,2021,1999,2021,1999,2007
MELITA,MANITOBA,501A7AR,10185,71447,WEI,49.28,-100.99,491652600,-1005910900,445.9,1992,2021,1994,2021,1992,2021,1996,2007
BALDUR,MANITOBA,5010140,3463,,,49.28,-99.29,491634900,-991732500,449.9,1962,2021,,,1962,2021,1962,2007
BELMONT,MANITOBA,5010191,3466,,,49.3,-99.45,491800000,-992700000,481.6,1984,2016,,,1984,2016,1984,2007
ST LABRE,MANITOBA,5022575,3667,,,49.35,-96.04,492109000,-960206000,352,1981,2021,,,1981,2021,1981,2007
DEERWOOD RCS,MANITOBA,5020725,29886,71840,XDW,49.4,-98.32,492359400,-981909300,341.4,2000,2021,2000,2021,2000,2021,2000,2007
ST ALPHONSE,MANITOBA,5012545,3535,,,49.45,-99.02,492700000,-990100000,403.3,1962,2016,,,1962,2016,1962,2007
MIAMI THIESSEN,MANITOBA,5021737,3623,,,49.45,-98.25,492700000,-981500000,297,1964,2016,,,1964,2016,1964,2007
CARMAN U OF M CS,MANITOBA,502I001,26857,71147,WNK,49.5,-98.03,492953200,-980147100,268.2,1995,2021,1995,2021,1995,2021,1996,2007
KLEEFELD (MAFRI),MANITOBA,5021500,50897,71646,PTG,49.52,-96.9,493104000,-965404000,246.5,2012,2021,2012,2021,2014,2021,,
CYPRESS RIVER RCS,MANITOBA,5010641,48128,71239,POY,49.56,-99.07,493344000,-990426000,374,2009,2021,2009,2021,2009,2021,,
HOLLAND,MANITOBA,5021302,3609,,,49.61,-98.88,493622000,-985230000,374.9,1984,2021,,,1984,2021,1984,2007
INDIAN BAY,MANITOBA,5031320,3746,,,49.62,-95.2,493726000,-951150000,326.7,1915,2021,,,1915,2021,1915,2007
ST CLAUDE,MANITOBA,5022550,3664,,,49.65,-98.37,493900000,-982200000,310.6,1964,2018,,,1964,2018,1964,2007
VIRDEN WATER,MANITOBA,5012961,47367,,,49.84,-100.93,495029500,-1005603700,439.5,2008,2021,,,2008,2021,,
WINNIPEG CHARLESWOOD 2,MANITOBA,5023225,43185,,,49.85,-97.27,495100000,-971621000,238,2004,2021,,,2004,2021,2004,2007
RENNIE,MANITOBA,5032360,3755,,,49.85,-95.53,495100000,-953159000,323.1,1948,2021,,,1948,2021,1948,2007
WINNIPEG THE FORKS,MANITOBA,5023262,28051,71579,XWN,49.89,-97.13,495318008,-970746007,230,1999,2021,1999,2021,1999,2021,1999,2007
BRANDON RCS,MANITOBA,5010490,49909,71136,PBO,49.9,-99.95,495400000,-995700000,409.4,2012,2021,2012,2021,2012,2021,,
PORTAGE SOUTHPORT,MANITOBA,5012324,10884,71851,WPG,49.9,-98.28,495411300,-981702900,272.7,1992,2021,1994,2021,1992,2021,1996,2007
BRANDON A,MANITOBA,5010481,50821,71140,YBR,49.91,-99.95,495436000,-995708000,409.3,2012,2021,2012,2021,2012,2021,,
CARBERRY CS,MANITOBA,5010547,27741,71170,WZE,49.91,-99.36,495420900,-992126800,383.5,1994,2021,1994,2021,1994,2021,1996,2007
WINNIPEG INTL A,MANITOBA,5023227,51097,,YWG,49.91,-97.24,495436000,-971424000,238.7,2013,2021,2013,2021,2018,2021,,
WINNIPEG A CS,MANITOBA,502S001,27174,71849,XWG,49.92,-97.25,495500000,-971458000,238.7,1996,2021,2013,2021,1996,2021,1996,2007
ELKHORN 2 EAST,MANITOBA,5010QFQ,3460,,,49.93,-101.2,495536200,-1011210100,497.5,1987,2021,,,1987,2021,1987,2007
OAKBANK,MANITOBA,5022051,3641,,,49.93,-96.85,495600000,-965100000,245.6,1885,2021,,,1885,2021,1885,2007
PORTAGE LA PRAIRIE CDA,MANITOBA,5012321,3519,,,49.95,-98.27,495700000,-981600000,259.1,1970,2021,,,1970,2021,1970,2007
PORTAGE ROMANCE,MANITOBA,5012300,45987,,,49.98,-98.3,495900000,-981800000,262.4,2007,2021,,,2007,2021,2007,2007
MARQUETTE,MANITOBA,5021695,3619,,,50.01,-97.81,500048400,-974825700,243.8,1969,2021,,,1969,2021,1969,2007
BEAVER,MANITOBA,5040166,3775,,,50.05,-98.7,500300000,-984200000,268.2,1973,2021,,,1973,2021,1973,2007
RIVERS PETTAPIECE,MANITOBA,501BMMA,3457,,,50.11,-100.18,500629400,-1001044500,487.5,1987,2021,,,1987,2021,1987,2007
STONY MOUNTAIN,MANITOBA,5022791,3678,,,50.12,-97.17,500700000,-971000000,236.2,1972,2021,,,1972,2021,1972,2007
PINAWA CANWARN,MANITOBA,5032161,43620,,,50.15,-95.89,500851000,-955325000,277.7,2005,2021,,,2005,2021,2005,2007
PINAWA,MANITOBA,503B1ER,10186,71448,WEA,50.18,-96.06,501038020,-960353000,268,1992,2021,1994,2021,1992,2021,1996,2007
PINAWA WNRE,MANITOBA,5032162,3751,,,50.18,-96.06,501050000,-960330000,266.7,1963,2017,,,1963,2017,1963,2007
SHOAL LAKE CS,MANITOBA,5012654,10927,71150,WUT,50.45,-100.6,502717600,-1003612600,561.3,1993,2021,1994,2021,1993,2021,1996,2007
OAKPOINT MARINE,MANITOBA,504K0NM,10881,71144,WOJ,50.5,-98.04,502958044,-980212030,249.6,1994,2021,1994,2021,1994,2021,1996,2007
GREAT FALLS CLIMATE,MANITOBA,5031201,43243,71570,PGF,50.52,-95.98,503120001,-955838000,253,2005,2021,2005,2021,2005,2021,2005,2007
GIMLI CLIMATE,MANITOBA,5031042,45007,71748,PGH,50.63,-97.05,503800000,-970300000,230.1,2006,2021,2006,2021,2006,2021,2007,2007
GIMLI HARBOUR CS,MANITOBA,5031041,27867,71577,XGH,50.63,-96.98,503752000,-965856000,217.02,1999,2021,1999,2021,1999,2021,2006,2006
WASAGAMING,MANITOBA,5013117,3562,71444,WWP,50.66,-99.94,503918006,-995631008,627.4,1966,2021,1994,2021,1966,2021,1966,2007
VICTORIA BEACH (AUT),MANITOBA,5032951,9035,71552,WII,50.7,-96.57,504200000,-963400000,220.1,1996,2021,1996,2021,1996,2021,1996,2006
MCCREARY,MANITOBA,5043158,3853,71149,WOO,50.71,-99.53,504243001,-993148003,351,1971,2021,1997,2021,1971,2021,1971,2007
ROSSBURN 4 NORTH,MANITOBA,501KE01,3458,,,50.75,-100.82,504500000,-1004900000,609.6,1986,2021,,,1986,2021,1986,2007
ARBORG,MANITOBA,5030080,3717,,,50.93,-97.08,505600000,-970500000,224,1951,2016,,,1951,2016,1951,2007
FISHER BRANCH (AUT),MANITOBA,50309J6,8993,71442,WSZ,51.08,-97.55,510500100,-973316200,253,1992,2021,1994,2021,1992,2021,1999,2007
GILBERT PLAINS,MANITOBA,5040985,3793,,,51.1,-100.47,510600000,-1002800000,403.9,1934,2016,,,1934,2016,1934,2007
DAUPHIN CS,MANITOBA,5040681,26866,71550,WZT,51.1,-100.06,510601400,-1000324800,304.5,1995,2021,1995,2021,1995,2021,2000,2007
DAUPHIN,MANITOBA,5040689,48868,71036,YDN,51.1,-100.05,510603000,-1000309000,304.5,2010,2021,2010,2021,2010,2021,,
ROBLIN,MANITOBA,5012469,27119,71553,WXB,51.18,-101.36,511100018,-1012146068,539.5,1996,2021,1996,2021,1996,2021,1996,2007
HODGSON 3,MANITOBA,5031310,52858,,,51.21,-97.57,511241090,-973405050,231.7,2014,2021,,,2014,2021,,
ROBLIN FRIESEN 3 NORTHWEST,MANITOBA,501B4G2,6879,,,51.27,-101.4,511600000,-1012400000,556.4,1991,2021,,,1991,2021,1991,2007
COWAN,MANITOBA,5040FJ3,3766,,,52.03,-100.65,520200000,-1003900000,365.8,1984,2021,,,1984,2021,1984,2007
SWAN RIVER RCS,MANITOBA,504K80K,10188,71443,WEQ,52.11,-101.23,520653900,-1011358500,334.8,1993,2021,1994,2021,1993,2021,1996,2007
BERENS RIVER CS,MANITOBA,5030203,3721,71158,WCF,52.36,-97.02,522135052,-970119032,221.9,1985,2021,1985,2021,1985,2021,1985,2007
BERENS RIVER A,MANITOBA,5030204,53318,,YBV,52.36,-97.02,522132000,-970105000,222.2,2015,2021,2015,2021,2018,2021,,
MAFEKING,MANITOBA,5041685,3820,,,52.67,-101.1,523959030,-1010552020,325,1983,2021,,,1983,2021,1983,2007
GEORGE ISLAND (AUT),MANITOBA,5030984,7333,71445,WWS,52.82,-97.62,524907014,-973659028,222.5,1994,2021,1994,2021,1994,2021,1998,2007
GRAND RAPIDS HYDRO,MANITOBA,5031111,3741,,,53.16,-99.28,530929001,-991700040,222.5,1966,2019,,,1966,2019,1966,2007
GRAND RAPIDS (AUT),MANITOBA,5031A10,7290,71858,WJD,53.19,-99.27,531111064,-991604098,222.5,1992,2021,1994,2021,1992,2021,1999,2007
ISLAND LAKE A,MANITOBA,5061374,54278,,YIV,53.86,-94.65,535126000,-943913000,235.3,2016,2021,2016,2021,2018,2021,,
ISLAND LAKE A,MANITOBA,5061375,53398,71145,YIV,53.86,-94.65,535126000,-943913000,235.3,2015,2021,2015,2021,2015,2021,,
NORWAY HOUSE,MANITOBA,5062040,48951,71410,YNE,53.96,-97.84,535730000,-975039000,223.7,2010,2021,2010,2021,2010,2021,,
THE PAS CLIMATE,MANITOBA,5052890,43983,71695,PQD,53.97,-101.1,535800000,-1010600000,274,2005,2021,2005,2021,2005,2021,2007,2007
THE PAS A,MANITOBA,5052882,54279,71867,YQD,53.97,-101.09,535817000,-1010528000,270.6,2016,2021,2016,2021,2018,2021,,
THE PAS A,MANITOBA,5052881,52438,,YQD,53.97,-101.09,535817000,-1010528000,270.6,2014,2018,2014,2018,2014,2018,,
CROSS LAKE JENPEG 2,MANITOBA,5060622,54658,71106,PJP,54.54,-98.03,543223000,-980149000,218.8,2017,2021,2017,2021,2017,2021,,
CROSS LAKE JENPEG,MANITOBA,5060623,3875,,,54.54,-98.03,543223000,-980149000,218.8,1972,2018,2017,2018,1972,2017,1972,2007
FLIN FLON,MANITOBA,5050919,10213,71954,WFO,54.68,-101.68,544100000,-1014100000,303.9,1994,2021,1994,2021,1996,2021,1996,2007
FLIN FLON A,MANITOBA,5050973,52961,,YFO,54.68,-101.68,544041000,-1014055000,304.2,2014,2021,2014,2021,2018,2021,,
FLIN FLON A,MANITOBA,5050960,3858,,YFO,54.68,-101.68,544100000,-1014100000,303.9,1954,2017,1954,2014,1968,2017,1968,2007
FLIN FLON,MANITOBA,5050920,3857,,,54.77,-101.88,544600000,-1015300000,320,1927,2021,,,1927,2021,1927,2007
THOMPSON AIRPORT,MANITOBA,5062918,55138,73072,PTO,55.8,-97.88,554756000,-975236000,214,2020,2021,2020,2021,2020,2021,,
THOMPSON A,MANITOBA,5062921,53118,71079,YTH,55.8,-97.86,554817000,-975145000,224,2013,2021,2014,2021,2013,2021,,
KELSEY DAM CS,MANITOBA,5061422,29533,71572,ZKD,56.04,-96.51,560215000,-963035000,182.9,2000,2021,2000,2021,2000,2021,2000,2007
GILLAM A,MANITOBA,5061022,52758,71912,YGX,56.36,-94.71,562128000,-944239000,145.1,2014,2021,2014,2021,2014,2021,,
GILLAM A,MANITOBA,5061025,53698,,YGX,56.36,-94.71,562128000,-944239000,145.1,2015,2021,2015,2021,2018,2021,,
GILLAM,MANITOBA,5060999,10217,,WGX,56.36,-94.7,562132028,-944215024,145.3,1994,2021,1994,2021,1996,2021,1996,2007
LYNN LAKE RCS,MANITOBA,5061649,48728,71632,PLE,56.85,-101.07,565100420,-1010400005,354.2,2010,2021,2010,2021,2010,2021,,
LYNN LAKE,MANITOBA,5061645,48588,71078,YYL,56.86,-101.08,565150000,-1010434000,356.6,2010,2021,2010,2021,2010,2021,,
TADOULE LAKE,MANITOBA,5062835,48972,71272,YBQ,58.71,-98.51,584222000,-983044000,281.3,2011,2021,2011,2021,2011,2021,,
TADOULE LAKE CS,MANITOBA,5062840,30475,71334,XBQ,58.72,-98.5,584257000,-983006000,262.01,2000,2021,2000,2021,2000,2021,2000,2007
CHURCHILL CLIMATE,MANITOBA,5060608,44244,71696,PYQ,58.73,-94.07,584400000,-940400000,28.5,2005,2021,2005,2021,2005,2021,2005,2007
CHURCHILL A,MANITOBA,5060595,48969,71618,YYQ,58.74,-94.07,584421000,-940359000,29.3,2010,2021,2010,2021,2010,2021,,
CHURCHILL A,MANITOBA,5060605,50148,71618,YYQ,58.74,-94.07,584421000,-940359000,29.3,2012,2021,2012,2021,2018,2021,,
GRAND MANAN SAR CS,NEW BRUNSWICK,8101925,30598,71030,XGM,44.71,-66.8,444243400,-664806900,78.2,2000,2020,2000,2020,2000,2020,2004,2007
POINT LEPREAU CS,NEW BRUNSWICK,8104201,27746,71699,WPE,45.07,-66.45,450423040,-662657090,6,1992,2021,1994,2021,1992,2021,1992,2007
ST. STEPHEN,NEW BRUNSWICK,8104935,43383,71607,WSS,45.21,-67.25,451236600,-671510300,26.1,2006,2021,2006,2021,2006,2021,2006,2007
SAINT JOHN A,NEW BRUNSWICK,8104901,50310,71609,YSJ,45.32,-65.89,451858000,-655324000,108.8,2012,2021,2012,2021,2012,2021,,
OAK POINT,NEW BRUNSWICK,8103780,49868,,,45.51,-66.1,453025000,-660555000,11,2011,2021,,,2011,2021,,
FUNDY PARK (ALMA) CS,NEW BRUNSWICK,8101746,6919,71191,AFY,45.6,-64.95,453600000,-645700000,42.7,1993,2021,2005,2021,1993,2021,1993,2007
MECHANIC SETTLEMENT,NEW BRUNSWICK,8102848,45090,71787,AMS,45.69,-65.17,454137040,-650954040,403,2006,2020,2006,2020,2006,2020,2006,2007
SUSSEX FOUR CORNERS,NEW BRUNSWICK,8105210,54078,71656,ASF,45.74,-65.53,454430048,-653144039,47,2015,2021,2015,2021,2015,2021,,
GAGETOWN A,NEW BRUNSWICK,8101792,7558,71701,YCX,45.83,-66.43,455000000,-662600000,50.6,1976,2021,1976,2021,2011,2017,2011,2017
GAGETOWN AWOS A,NEW BRUNSWICK,8101794,29493,71701,YCX,45.84,-66.45,455020000,-662659000,50.6,2000,2021,2000,2021,2000,2021,2005,2007
FREDERICTON INTL A,NEW BRUNSWICK,8101505,48568,71700,YFC,45.87,-66.54,455208000,-663214000,20.7,2010,2021,2010,2021,2010,2021,,
PARKINDALE,NEW BRUNSWICK,8103828,6219,,,45.87,-65.07,455200000,-650400000,152.7,1983,2019,,,1983,2019,1983,2006
FREDERICTON CDA CS,NEW BRUNSWICK,8101605,30309,71668,AFC,45.92,-66.61,455513000,-663632010,35.08,2000,2021,2004,2021,2000,2021,2000,2007
MACTAQUAC PROV PARK,NEW BRUNSWICK,8102536,6194,,,45.95,-66.9,455716000,-665355000,110,1973,2021,,,1973,2021,1973,2006
FREDERICTON AQUATIC CENTRE C/S,NEW BRUNSWICK,8101507,10981,,WZF,45.96,-66.65,455751060,-663917020,8.3,1994,2021,2005,2021,1994,2021,1995,1998
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,8103201,50309,71705,YQM,46.11,-64.68,460644000,-644043000,70.7,2012,2021,2012,2021,2012,2021,,
MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,8103202,54282,,YQM,46.11,-64.68,460644000,-644043000,70.7,2016,2021,2016,2021,2018,2021,,
WOODSTOCK NEWBRIDGE,NEW BRUNSWICK,8105603,53238,71606,EWD,46.15,-67.54,460908000,-673234000,154,2014,2021,2014,2021,2014,2021,,
WOODSTOCK,NEW BRUNSWICK,8105600,6286,,,46.17,-67.55,461013000,-673313000,153,1886,2020,,,1886,2020,1886,2006
BOUCTOUCHE CDA CS,NEW BRUNSWICK,8100593,6918,71666,ABT,46.43,-64.77,462549006,-644605009,35.9,1991,2021,2005,2021,1991,2021,1991,2007
JUNIPER,NEW BRUNSWICK,8102275,6181,,,46.55,-67.17,463300000,-671000000,259.1,1969,2017,,,1969,2017,1969,2004
DOAKTOWN AUTO RCS,NEW BRUNSWICK,8101201,51537,71038,ADN,46.59,-66.01,463506090,-660035071,43,2013,2021,2013,2021,2013,2021,,
AROOSTOOK,NEW BRUNSWICK,8100300,6109,,,46.71,-67.72,464244000,-674256000,80,1929,2021,,,1929,2021,1929,2005
KOUCHIBOUGUAC CS,NEW BRUNSWICK,8102328,26968,71670,AKC,46.78,-65.02,464700000,-650100000,21,1995,2018,2005,2018,1995,2018,1995,2007
KOUCHIBOUGUAC,NEW BRUNSWICK,8102326,54538,71670,AKC,46.79,-65.01,464721004,-650047000,21,2016,2021,2018,2021,2016,2021,,
MIRAMICHI RCS,NEW BRUNSWICK,8100989,10808,71744,ACQ,47.01,-65.47,470034000,-652754000,33,1994,2021,1994,2021,2005,2021,2005,2007
ST LEONARD CS,NEW BRUNSWICK,810I001,26823,71019,WIY,47.16,-67.83,470928050,-674955014,245,1995,2017,1995,2017,2001,2017,2005,2007
EDMUNDSTON,NEW BRUNSWICK,8101303,43323,71590,ERM,47.42,-68.32,472500000,-681928040,154.2,2004,2021,2004,2021,2004,2021,2004,2007
RED PINES,NEW BRUNSWICK,8104295,48768,71634,ARP,47.44,-65.6,472622000,-653552000,124,2010,2021,2010,2021,2010,2021,,
BATHURST A,NEW BRUNSWICK,8100506,54283,71574,ZBF,47.63,-65.74,473747000,-654420000,58.8,2016,2021,2016,2021,2018,2021,,
BATHURST A,NEW BRUNSWICK,8100505,51418,,ZBF,47.63,-65.74,473747000,-654420000,58.8,2013,2018,2013,2018,2013,2018,,
BAS CARAQUET,NEW BRUNSWICK,8100468,6113,,,47.8,-64.87,474800000,-645200000,10.7,1982,2021,,,1982,2021,1982,2006
BAS CARAQUET,NEW BRUNSWICK,8100467,6915,71598,WXS,47.8,-64.83,474808000,-645000000,5,1993,2021,1994,2021,1993,2021,1993,2007
CHARLO AUTO,NEW BRUNSWICK,8100885,42103,71315,ZCR,47.99,-66.33,475924000,-662003000,42,2003,2021,2003,2021,2003,2021,2004,2007
MISCOU ISLAND (AUT),NEW BRUNSWICK,8103050,6205,71719,WMI,48.01,-64.49,480032002,-642939008,4,1957,2021,1964,2021,1957,2021,1957,2007
CAPE RACE (AUT),NEWFOUNDLAND,8401000,6590,71800,WRA,46.66,-53.08,463936000,-530435000,26.5,1920,2021,1953,2021,1920,2021,1920,2007
BRANCH,NEWFOUNDLAND,8400666,6578,,,46.88,-53.97,465259000,-535805000,11.8,1983,2017,,,1983,2017,1983,2005
ST LAWRENCE,NEWFOUNDLAND,8403619,45567,71110,ADS,46.92,-55.38,465500000,-552300000,48.5,2006,2021,2006,2021,2006,2021,2006,2007
WINTERLAND BRANCH HILL,NEWFOUNDLAND,8404242,54898,73080,ABH,47.14,-55.33,470810000,-551941000,29.26,2018,2021,2018,2021,2018,2021,,
WINTERLAND,NEWFOUNDLAND,8404241,27712,71181,XWT,47.14,-55.33,470811000,-551939000,29.26,1999,2018,1999,2018,1999,2018,2005,2007
ARGENTIA (AUT),NEWFOUNDLAND,8400104,10113,71807,WAR,47.29,-53.99,471738000,-535936000,19,1987,2017,1987,2017,1992,2017,2004,2007
MARTICOT ISLAND,NEWFOUNDLAND,840KN90,10909,71692,WTM,47.33,-54.59,471942003,-543507001,21.8,1994,2018,1994,2018,2005,2018,,
SAGONA ISLAND,NEWFOUNDLAND,8403255,8991,71408,WZN,47.37,-55.79,472204000,-554741000,59.7,1993,2021,1994,2021,1993,2021,,
HOLYROOD GEN STN,NEWFOUNDLAND,8402309,6658,,,47.45,-53.1,472700000,-530600000,6,1970,2016,,,1970,2016,1970,2006
HARBOUR BRETON,NEWFOUNDLAND,8402071,6649,,,47.47,-55.83,472800000,-555000000,30,1983,2021,,,1983,2021,1983,2006
ST JOHNS WEST CLIMATE,NEWFOUNDLAND,8403603,48871,71250,AJW,47.51,-52.78,473048080,-524700020,110,2010,2021,2010,2021,2010,2021,,
PORT AUX BASQUES,NEWFOUNDLAND,8402980,54640,73026,APB,47.57,-59.15,473426000,-590917000,39.7,2017,2021,2017,2021,2017,2021,,
PORT AUX BASQUES,NEWFOUNDLAND,8402975,6693,71197,WZB,47.57,-59.15,473426000,-590917000,39.7,1909,2017,1966,2017,1909,2017,1909,2007
BUTLERVILLE,NEWFOUNDLAND,8400QJK,6555,,,47.58,-53.32,473445000,-531858000,16,1988,2019,,,1988,2019,1988,2006
BURGEO NL,NEWFOUNDLAND,8400801,45287,71152,ABF,47.62,-57.62,473700000,-573700000,10.6,2006,2021,2006,2021,2006,2021,2006,2007
ST. JOHN'S INTL A,NEWFOUNDLAND,8403505,50089,71801,YYT,47.62,-52.75,473707000,-524509000,140.5,2012,2021,2012,2021,2012,2021,,
WRECKHOUSE,NEWFOUNDLAND,8404343,45307,71180,AWR,47.71,-59.31,474242000,-591830000,31.7,2006,2021,2006,2021,2006,2021,2006,2007
SWIFT CURRENT,NEWFOUNDLAND,8403825,6743,,,47.89,-54.21,475307000,-541247000,18.2,1984,2019,,,1984,2019,1984,2006
BAY D'ESPOIR GEN STN,NEWFOUNDLAND,8400413,6567,,,47.98,-55.8,475900000,-554800000,22.9,1967,2019,,,1967,2019,1967,2006
BURNT POND,NEWFOUNDLAND,8400812,6586,,,48.17,-57.33,481000000,-572000000,298.7,1972,2021,,,1972,2021,1972,2006
GRATES COVE,NEWFOUNDLAND,840B053,10818,71336,WVW,48.17,-52.94,481019000,-525621000,46.2,1994,2021,1994,2021,2002,2021,2004,2004
LETHBRIDGE,NEWFOUNDLAND,8402544,6669,,,48.35,-53.9,482100000,-535406000,15.2,1954,2021,,,1954,2021,1954,2006
CLARENVILLE,NEWFOUNDLAND,8401141,6601,,,48.36,-53.96,482148001,-535750004,66.6,1982,2016,,,1982,2016,1982,2006
CHARLESTON,NEWFOUNDLAND,8401128,6599,,,48.38,-53.67,482300000,-534000000,13,1989,2019,,,1989,2019,1989,2006
STEPHENVILLE A,NEWFOUNDLAND,8403801,52759,71815,YJT,48.54,-58.55,483229000,-583300000,24.7,2014,2021,2014,2021,2014,2021,,
STEPHENVILLE RCS,NEWFOUNDLAND,8403820,47607,71159,AJT,48.56,-58.57,483341000,-583358000,58,2008,2021,2008,2021,2008,2021,,
TERRA NOVA NAT PARK CS,NEWFOUNDLAND,8403851,27142,71589,XTP,48.56,-53.97,483325000,-535828000,106.7,1996,2021,1999,2021,1996,2021,1996,2007
BONAVISTA,NEWFOUNDLAND,8400601,45047,71178,AVA,48.67,-53.11,484002000,-530651000,25.6,2006,2021,2006,2021,2006,2021,2006,2007
GALLANTS,NEWFOUNDLAND,8401642,6630,,,48.7,-58.23,484200000,-581400000,143,1982,2016,,,1982,2016,1982,2006
MILLERTOWN RCS,NEWFOUNDLAND,8402757,50678,71856,AMR,48.82,-56.54,484900119,-563236695,203.6,2013,2021,2013,2021,2013,2021,,
CORNER BROOK,NEWFOUNDLAND,8401298,6933,71973,WKB,48.93,-57.92,485600000,-575500000,151.8,1993,2021,1994,2021,1993,2021,1993,2007
GANDER INTL A,NEWFOUNDLAND,8401703,50088,71803,YQX,48.94,-54.57,485613000,-543405000,151.2,2012,2021,2012,2021,2012,2021,,
