date,temp_mean,temp_min,temp_max,climate_id
2016-01-01,-3.2,-4.6,-1.7,6144473
2016-01-02,-2.3,-3.6,-1.0,6144473
2016-01-03,-4.5,-8.6,-0.3,6144473
2016-01-04,-12.7,-17.6,-7.7,6144473
2016-01-05,-10.6,-18.2,-3.0,6144473
2016-01-06,-3.8,-8.9,1.4,6144473
2016-01-07,-2.0,-8.3,4.4,6144473
2016-01-08,0.2,-3.6,3.9,6144473
2016-01-09,5.5,2.8,8.2,6144473
2016-01-10,-2.0,-8.9,4.9,6144473
2016-01-11,-10.2,-11.5,-8.9,6144473
2016-01-12,-7.1,-10.9,-3.2,6144473
2016-01-13,-10.3,-11.2,-9.4,6144473
2016-01-14,-6.1,-9.4,-2.7,6144473
2016-01-15,0.4,-4.4,5.2,6144473
2016-01-16,-0.6,-3.4,2.2,6144473
2016-01-17,-7.4,-12.3,-2.4,6144473
2016-01-18,-10.5,-12.5,-8.5,6144473
2016-01-19,-9.7,-11.9,-7.5,6144473
2016-01-20,-10.1,-13.0,-7.1,6144473
2016-01-21,-7.5,-10.8,-4.2,6144473
2016-01-22,-7.5,-9.8,-5.2,6144473
2016-01-23,-10.1,-13.8,-6.4,6144473
2016-01-24,-5.5,-10.5,-0.4,6144473
2016-01-25,0.9,-2.3,4.0,6144473
2016-01-26,2.4,-0.8,5.5,6144473
2016-01-27,-2.1,-3.6,-0.6,6144473
2016-01-28,-1.6,-4.0,0.9,6144473
2016-01-29,-7.2,-11.9,-2.4,6144473
2016-01-30,-1.8,-8.8,5.2,6144473
2016-01-31,5.5,0.6,10.4,6144473
2016-02-01,1.5,-3.1,6.1,6144473
2016-02-02,-0.7,-4.9,3.5,6144473
2016-02-03,8.0,1.3,14.7,6144473
2016-02-04,-0.1,-2.7,2.5,6144473
2016-02-05,-3.1,-6.6,0.4,6144473
2016-02-06,0.4,-2.2,3.0,6144473
2016-02-07,1.6,-3.1,6.2,6144473
2016-02-08,2.9,-0.1,5.8,6144473
2016-02-09,-1.9,-4.0,0.2,6144473
2016-02-10,-8.1,-12.1,-4.0,6144473
2016-02-11,-13.6,-16.2,-11.0,6144473
2016-02-12,-11.1,-15.5,-6.6,6144473
2016-02-13,-17.3,-21.8,-12.8,6144473
2016-02-14,-18.0,-24.3,-11.6,6144473
2016-02-15,-8.8,-15.4,-2.1,6144473
2016-02-16,-2.8,-4.3,-1.3,6144473
2016-02-17,-7.0,-11.1,-2.8,6144473
2016-02-18,-10.9,-16.4,-5.3,6144473
2016-02-19,1.4,-6.5,9.2,6144473
2016-02-20,5.9,0.0,11.7,6144473
2016-02-21,1.3,-2.9,5.4,6144473
2016-02-22,-1.7,-3.2,-0.1,6144473
2016-02-23,-0.6,-4.8,3.6,6144473
2016-02-24,-0.6,-2.2,1.1,6144473
2016-02-25,-2.4,-5.5,0.7,6144473
2016-02-26,-6.3,-9.1,-3.4,6144473
2016-02-27,0.7,-3.4,4.7,6144473
2016-02-28,7.7,1.2,14.2,6144473
2016-02-29,1.6,-7.0,10.1,6144473
2016-03-01,-6.2,-9.8,-2.5,6144473
2016-03-02,-7.4,-9.2,-5.5,6144473
2016-03-03,-8.6,-13.6,-3.6,6144473
2016-03-04,-5.2,-8.8,-1.5,6144473
2016-03-05,-6.0,-10.4,-1.5,6144473
2016-03-06,-5.1,-12.2,2.1,6144473
2016-03-07,7.3,1.1,13.4,6144473
2016-03-08,11.2,5.6,16.8,6144473
2016-03-09,13.9,10.2,17.5,6144473
2016-03-10,8.2,2.8,13.5,6144473
2016-03-11,2.8,-1.9,7.4,6144473
2016-03-12,4.7,-4.3,13.6,6144473
2016-03-13,6.1,2.8,9.3,6144473
2016-03-14,8.2,4.1,12.2,6144473
2016-03-15,7.7,6.0,9.3,6144473
2016-03-16,9.7,5.6,13.7,6144473
2016-03-17,5.7,1.2,10.2,6144473
2016-03-18,0.9,-4.1,5.8,6144473
2016-03-19,-1.4,-6.7,4.0,6144473
2016-03-20,-0.3,-5.1,4.6,6144473
2016-03-21,-0.1,-3.6,3.4,6144473
2016-03-22,4.1,-2.6,10.7,6144473
2016-03-23,3.4,0.2,6.6,6144473
2016-03-24,3.8,-0.2,7.7,6144473
2016-03-25,-1.0,-3.6,1.7,6144473
2016-03-26,1.4,-4.8,7.6,6144473
2016-03-27,8.1,-2.1,18.2,6144473
2016-03-28,6.1,1.3,10.8,6144473
2016-03-29,2.2,-2.5,6.9,6144473
2016-03-30,5.3,-3.5,14.1,6144473
2016-03-31,12.0,9.6,14.3,6144473
2016-04-01,6.1,0.8,11.3,6144473
2016-04-02,-0.3,-4.9,4.4,6144473
2016-04-03,-4.4,-6.4,-2.4,6144473
2016-04-04,-5.6,-8.8,-2.3,6144473
2016-04-05,-5.7,-12.0,0.7,6144473
2016-04-06,2.7,-3.7,9.0,6144473
2016-04-07,2.3,-2.8,7.3,6144473
2016-04-08,-0.6,-3.4,2.3,6144473
2016-04-09,-4.6,-7.5,-1.7,6144473
2016-04-10,-3.3,-7.6,1.0,6144473
2016-04-11,5.7,-0.8,12.1,6144473
2016-04-12,0.9,-3.7,5.4,6144473
2016-04-13,1.7,-4.3,7.6,6144473
2016-04-14,5.0,-1.2,11.2,6144473
2016-04-15,9.8,0.7,18.8,6144473
2016-04-16,12.6,3.1,22.0,6144473
2016-04-17,14.4,4.6,24.2,6144473
2016-04-18,15.2,4.6,25.8,6144473
2016-04-19,11.0,4.0,18.0,6144473
2016-04-20,10.5,2.1,18.8,6144473
2016-04-21,10.8,7.2,14.4,6144473
2016-04-22,9.8,2.9,16.6,6144473
2016-04-23,7.1,0.3,13.9,6144473
2016-04-24,7.0,-0.2,14.1,6144473
2016-04-25,9.1,3.6,14.6,6144473
2016-04-26,4.0,1.4,6.5,6144473
2016-04-27,6.1,-1.4,13.6,6144473
2016-04-28,6.2,2.3,10.0,6144473
2016-04-29,7.2,4.0,10.4,6144473
2016-04-30,8.2,0.6,15.8,6144473
2016-05-01,8.4,6.3,10.4,6144473
2016-05-02,8.3,3.3,13.2,6144473
2016-05-03,9.8,3.9,15.6,6144473
2016-05-04,10.8,3.7,17.9,6144473
2016-05-05,12.6,7.2,18.0,6144473
2016-05-06,14.9,7.2,22.5,6144473
2016-05-07,12.1,5.1,19.0,6144473
