date,temp_mean,temp_min,temp_max
2016-01-01,-7.3,-9.2,-5.4
2016-01-02,-6.8,-10.5,-3.0
2016-01-03,-6.5,-9.9,-3.0
2016-01-04,-7.4,-13.1,-1.7
2016-01-05,-2.2,-3.8,-0.6
2016-01-06,-3.6,-4.8,-2.3
2016-01-07,-2.8,-4.8,-0.7
2016-01-08,-1.8,-3.9,0.4
2016-01-09,-10.9,-17.8,-3.9
2016-01-10,-19.3,-23.1,-15.4
2016-01-11,-20.4,-24.7,-16.0
2016-01-12,-21.1,-24.2,-17.9
2016-01-13,-22.8,-29.0,-16.6
2016-01-14,-16.2,-28.4,-4.0
2016-01-15,-8.3,-13.2,-3.4
2016-01-16,-16.6,-20.2,-13.0
2016-01-17,-21.1,-25.0,-17.2
2016-01-18,-20.5,-24.8,-16.2
2016-01-19,-18.9,-25.8,-12.0
2016-01-20,-11.8,-17.1,-6.4
2016-01-21,-9.3,-11.6,-7.0
2016-01-22,-15.1,-22.0,-8.1
2016-01-23,-9.6,-16.5,-2.6
2016-01-24,-4.6,-6.1,-3.0
2016-01-25,-4.5,-6.3,-2.7
2016-01-26,-6.9,-9.5,-4.3
2016-01-27,-7.4,-13.3,-1.5
2016-01-28,-14.5,-25.3,-3.6
2016-01-29,,,
2016-01-30,,,
2016-01-31,-1.3,-5.4,2.9
2016-02-01,-9.9,-14.4,-5.3
2016-02-02,-9.1,-13.1,-5.0
2016-02-03,-15.1,-22.9,-7.3
2016-02-04,-17.1,-25.3,-8.9
2016-02-05,-13.8,-22.6,-4.9
2016-02-06,-5.4,-8.2,-2.5
2016-02-07,-6.1,-12.3,0.2
2016-02-08,-13.7,-15.3,-12.0
2016-02-09,-17.3,-21.0,-13.5
2016-02-10,-20.6,-26.9,-14.2
2016-02-11,-20.3,-30.9,-9.7
2016-02-12,-19.8,-23.7,-15.9
2016-02-13,-21.4,-29.0,-13.7
2016-02-14,-17.0,-29.4,-4.6
2016-02-15,-5.5,-8.0,-2.9
2016-02-16,-13.2,-23.3,-3.1
2016-02-17,-18.1,-28.3,-7.8
2016-02-18,-10.4,-21.5,0.8
2016-02-19,0.7,-0.4,1.7
2016-02-20,-0.7,-5.6,4.2
2016-02-21,-13.4,-21.1,-5.6
2016-02-22,-14.4,-25.4,-3.3
2016-02-23,-3.2,-7.2,0.9
2016-02-24,-4.9,-11.0,1.3
2016-02-25,-7.2,-12.3,-2.1
2016-02-26,-5.4,-12.8,2.1
2016-02-27,-1.5,-9.8,6.9
2016-02-28,-9.1,-11.6,-6.6
2016-02-29,-13.1,-20.0,-6.1
2016-03-01,-16.7,-24.2,-9.2
2016-03-02,-17.1,-28.4,-5.8
2016-03-03,-12.8,-24.5,-1.1
2016-03-04,-13.0,-23.0,-3.0
2016-03-05,-5.8,-13.8,2.3
2016-03-06,2.7,-3.1,8.4
2016-03-07,-1.7,-6.8,3.4
2016-03-08,2.0,1.0,3.0
2016-03-09,0.0,-3.5,3.5
2016-03-10,-0.5,-4.2,3.3
2016-03-11,-0.1,-7.9,7.7
2016-03-12,8.4,1.0,15.7
2016-03-13,2.3,0.7,3.9
2016-03-14,4.3,-0.4,8.9
2016-03-15,1.2,-0.9,3.3
2016-03-16,-0.1,-3.1,2.9
2016-03-17,-2.5,-5.9,0.9
2016-03-18,,,
2016-03-19,-8.7,-19.0,1.6
2016-03-20,-4.9,-12.9,3.1
2016-03-21,-8.3,-17.1,0.5
2016-03-22,-6.7,-13.4,0.0
2016-03-23,-9.3,-17.8,-0.7
2016-03-24,-6.5,-13.6,0.6
2016-03-25,-4.7,-13.7,4.3
2016-03-26,-1.5,-5.1,2.2
2016-03-27,-0.4,-6.6,5.8
2016-03-28,-1.5,-8.6,5.6
2016-03-29,-2.0,-9.8,5.8
2016-03-30,4.0,0.3,7.6
2016-03-31,1.0,-4.5,6.5
2016-04-01,-4.4,-7.2,-1.5
2016-04-02,-10.0,-15.1,-4.9
2016-04-03,-10.1,-15.0,-5.1
2016-04-04,-9.5,-17.8,-1.1
2016-04-05,-5.2,-14.9,4.6
