date,temp_mean,temp_min,temp_max
2016-01-01,-6.5,-9.2,-3.7
2016-01-02,-3.6,-4.9,-2.3
2016-01-03,-10.7,-18.5,-2.8
2016-01-04,-19.4,-23.1,-15.7
2016-01-05,-13.0,-23.0,-2.9
2016-01-06,-1.6,-3.0,-0.1
2016-01-07,0.1,-1.3,1.4
2016-01-08,-1.2,-2.9,0.5
2016-01-09,-0.7,-2.9,1.6
2016-01-10,-8.1,-17.9,1.8
2016-01-11,-16.6,-19.6,-13.5
2016-01-12,-15.9,-20.7,-11.0
2016-01-13,-21.3,-26.7,-15.9
2016-01-14,-19.1,-22.8,-15.3
2016-01-15,-14.2,-18.0,-10.4
2016-01-16,-15.9,-21.5,-10.2
2016-01-17,-17.6,-21.4,-13.8
2016-01-18,-21.0,-24.6,-17.4
2016-01-19,-17.4,-23.9,-10.8
2016-01-20,-9.8,-12.1,-7.5
2016-01-21,-10.7,-13.8,-7.5
2016-01-22,-10.0,-12.0,-8.0
2016-01-23,-12.1,-15.8,-8.4
2016-01-24,-8.5,-13.4,-3.5
2016-01-25,-3.1,-4.1,-2.1
2016-01-26,-6.2,-11.5,-0.8
2016-01-27,-9.5,-16.2,-2.8
2016-01-28,-9.2,-17.9,-0.5
2016-01-29,-18.8,-24.0,-13.6
2016-01-30,-7.9,-16.4,0.7
2016-01-31,0.4,-1.3,2.0
2016-02-01,-7.9,-14.4,-1.3
2016-02-02,-9.3,-14.6,-3.9
2016-02-03,-4.3,-8.0,-0.5
2016-02-04,-13.1,-18.2,-8.0
2016-02-05,-12.2,-19.3,-5.1
2016-02-06,-7.3,-12.2,-2.4
2016-02-07,-9.7,-15.0,-4.4
2016-02-08,-4.4,-5.2,-3.6
2016-02-09,-10.1,-15.7,-4.5
2016-02-10,-18.8,-21.8,-15.7
2016-02-11,-21.5,-26.7,-16.2
2016-02-12,-22.5,-31.0,-13.9
2016-02-13,-29.9,-35.5,-24.3
2016-02-14,-25.0,-34.5,-15.5
2016-02-15,-13.6,-18.8,-8.3
2016-02-16,-6.6,-9.6,-3.5
2016-02-17,-13.8,-22.4,-5.1
2016-02-18,-14.4,-23.7,-5.1
2016-02-19,-3.8,-9.6,2.1
2016-02-20,1.1,-0.2,2.4
2016-02-21,-9.1,-18.0,-0.2
2016-02-22,-14.7,-19.5,-9.9
2016-02-23,-11.8,-18.9,-4.6
2016-02-24,-7.4,-13.1,-1.6
2016-02-25,-9.2,-15.2,-3.2
2016-02-26,-12.8,-18.0,-7.6
2016-02-27,-3.7,-9.4,2.1
2016-02-28,-12.0,-14.5,-9.4
2016-02-29,-15.5,-25.2,-5.8
2016-03-01,-18.6,-24.6,-12.5
2016-03-02,-18.7,-25.1,-12.3
2016-03-03,-19.1,-28.9,-9.3
2016-03-04,-10.2,-17.4,-3.0
2016-03-05,-7.0,-13.1,-0.9
2016-03-06,-5.7,-10.9,-0.4
2016-03-07,1.8,-3.0,6.6
2016-03-08,1.5,-3.3,6.2
2016-03-09,3.8,-0.3,7.8
2016-03-10,-2.4,-4.5,-0.3
2016-03-11,-0.9,-4.1,2.4
2016-03-12,3.1,-2.8,8.9
2016-03-13,1.4,-3.0,5.8
2016-03-14,1.5,-0.1,3.1
2016-03-15,4.6,0.8,8.4
2016-03-16,1.9,1.0,2.7
2016-03-17,1.3,-2.8,5.3
2016-03-18,-5.9,-9.8,-1.9
2016-03-19,-7.7,-13.7,-1.7
2016-03-20,-4.6,-10.8,1.7
2016-03-21,-5.4,-9.5,-1.2
2016-03-22,-5.8,-10.9,-0.7
2016-03-23,-6.4,-10.8,-1.9
2016-03-24,-6.7,-7.9,-5.5
2016-03-25,-3.9,-9.8,2.0
2016-03-26,-3.2,-10.3,3.9
2016-03-27,0.4,-5.7,6.4
2016-03-28,0.5,-4.0,4.9
2016-03-29,-1.6,-7.2,4.1
2016-03-30,0.4,-3.4,4.2
2016-03-31,1.3,0.4,2.1
2016-04-01,-1.6,-3.8,0.6
2016-04-02,-6.9,-12.6,-1.2
