date,temp_mean,temp_min,temp_max
2016-01-01,-3.5,-5.0,-1.9
2016-01-02,-3.1,-4.7,-1.4
2016-01-03,-5.7,-11.3,-0.1
2016-01-04,-15.5,-19.7,-11.3
2016-01-05,-12.4,-20.2,-4.5
2016-01-06,-4.7,-9.2,-0.1
2016-01-07,-3.4,-10.0,3.2
2016-01-08,-1.9,-6.8,3.1
2016-01-09,3.8,2.0,5.6
2016-01-10,-1.7,-8.5,5.1
2016-01-11,-10.3,-12.3,-8.3
2016-01-12,-8.0,-11.9,-4.1
2016-01-13,-10.4,-11.1,-9.6
2016-01-14,-7.2,-10.2,-4.1
2016-01-15,-0.1,-4.1,3.9
2016-01-16,-1.4,-4.7,2.0
2016-01-17,,-7.3,
2016-01-18,-11.7,-13.6,-9.7
2016-01-19,-11.2,-16.2,-6.2
2016-01-20,-10.0,-13.8,-6.1
2016-01-21,-7.4,-10.3,-4.4
2016-01-22,,-17.6,
2016-01-23,-9.3,-13.1,-5.5
2016-01-24,-6.5,-11.0,-2.0
2016-01-25,0.1,-3.1,3.2
2016-01-26,2.1,-0.8,4.9
2016-01-27,-2.7,-4.6,-0.8
2016-01-28,-1.8,-3.5,0.0
2016-01-29,-6.6,-11.0,-2.1
2016-01-30,-2.3,-7.9,3.4
2016-01-31,2.1,-4.8,9.0
2016-02-01,1.5,-2.7,5.7
2016-02-02,-2.1,-5.6,1.5
2016-02-03,7.3,0.5,14.1
2016-02-04,-0.2,-2.7,2.4
2016-02-05,-1.7,-3.5,0.2
2016-02-06,-0.5,-2.9,1.9
2016-02-07,0.6,-4.0,5.1
2016-02-08,1.5,-1.3,4.3
2016-02-09,-1.6,-3.5,0.3
2016-02-10,-9.0,-14.5,-3.5
2016-02-11,-14.3,-16.8,-11.8
2016-02-12,-11.3,-15.8,-6.7
2016-02-13,-20.3,-24.8,-15.8
2016-02-14,-19.4,-27.1,-11.6
2016-02-15,-8.8,-15.6,-2.0
2016-02-16,-2.5,-3.7,-1.2
2016-02-17,-8.1,-13.6,-2.6
2016-02-18,-13.5,-22.0,-4.9
2016-02-19,0.7,-7.8,9.1
2016-02-20,4.4,-1.1,9.8
2016-02-21,1.2,-2.2,4.5
2016-02-22,-2.6,-6.1,1.0
2016-02-23,-3.0,-7.1,1.2
2016-02-24,-1.1,-2.6,0.4
2016-02-25,-4.0,-7.2,-0.8
2016-02-26,-7.8,-11.1,-4.5
2016-02-27,-2.4,-7.8,3.0
2016-02-28,6.2,0.2,12.1
2016-02-29,0.4,-7.7,8.5
2016-03-01,-9.5,-11.6,-7.4
2016-03-02,-9.1,-11.3,-6.8
2016-03-03,-7.2,-10.9,-3.4
2016-03-04,-4.7,-8.4,-0.9
2016-03-05,-6.6,-11.3,-1.8
2016-03-06,-6.4,-14.2,1.5
2016-03-07,5.5,-0.4,11.4
2016-03-08,8.5,0.2,16.7
2016-03-09,13.6,9.6,17.5
2016-03-10,7.7,2.3,13.0
2016-03-11,2.8,-3.2,8.7
2016-03-12,6.2,-3.1,15.4
2016-03-13,3.6,-0.1,7.2
2016-03-14,6.1,2.3,9.8
2016-03-15,6.1,4.0,8.1
2016-03-16,8.2,4.0,12.4
2016-03-17,6.2,1.9,10.4
2016-03-18,0.3,-4.7,5.2
2016-03-19,-3.2,-8.6,2.3
2016-03-20,-2.0,-7.7,3.7
2016-03-21,-1.9,-6.2,2.5
2016-03-22,0.1,-7.1,7.2
2016-03-23,1.1,-1.0,3.2
2016-03-24,-1.5,-2.7,-0.3
2016-03-25,-2.9,-6.5,0.8
2016-03-26,-1.3,-7.9,5.4
2016-03-27,5.4,-4.4,15.2
2016-03-28,4.7,0.5,8.9
2016-03-29,1.1,-4.2,6.3
2016-03-30,5.1,-5.2,15.3
2016-03-31,12.5,10.1,14.8
2016-04-01,5.0,-1.3,11.2
2016-04-02,-1.6,-6.1,3.0
2016-04-03,,,
2016-04-04,-6.6,-9.7,-3.4
2016-04-05,-8.8,-16.7,-0.9
2016-04-06,1.0,-4.9,6.9
2016-04-07,1.8,-3.5,7.1
2016-04-08,-1.6,-5.3,2.1
2016-04-09,-5.2,-8.3,-2.1
2016-04-10,-5.1,-10.3,0.1
