date,temp_mean,temp_min,temp_max
2016-01-01,-0.7,-2.0,0.7
2016-01-02,-0.5,-2.5,1.5
2016-01-03,-6.5,-14.3,1.4
2016-01-04,-18.0,-21.6,-14.3
2016-01-05,-14.6,-23.6,-5.6
2016-01-06,-3.5,-8.9,1.9
2016-01-07,-4.5,-10.7,1.7
2016-01-08,-3.7,-10.4,3.1
2016-01-09,4.0,2.5,5.4
2016-01-10,2.5,-3.1,8.0
2016-01-11,-6.9,-10.6,-3.1
2016-01-12,-5.6,-8.8,-2.4
2016-01-13,-11.0,-15.6,-6.4
2016-01-14,-7.0,-9.6,-4.4
2016-01-15,-7.1,-8.6,-5.6
2016-01-16,-3.1,-7.7,1.5
2016-01-17,-6.6,-12.0,-1.2
2016-01-18,-11.8,-16.8,-6.7
2016-01-19,-14.4,-18.8,-10.0
2016-01-20,-10.8,-16.7,-4.9
2016-01-21,-10.7,-15.3,-6.1
2016-01-22,-9.5,-15.0,-4.0
2016-01-23,-12.8,-17.1,-8.4
2016-01-24,-13.8,-21.7,-5.9
2016-01-25,,-13.3,
2016-01-26,2.1,-1.3,5.5
2016-01-27,-2.6,-6.7,1.6
2016-01-28,-2.0,-5.1,1.1
2016-01-29,-4.9,-11.4,1.6
2016-01-30,-5.3,-13.4,2.9
2016-01-31,5.3,2.0,8.5
2016-02-01,5.1,0.0,10.1
2016-02-02,-2.0,-3.9,0.0
2016-02-03,4.4,-1.9,10.7
2016-02-04,1.0,-3.4,5.3
2016-02-05,-3.8,-6.4,-1.1
2016-02-06,-0.9,-2.8,1.0
2016-02-07,-3.6,-7.7,0.5
2016-02-08,-6.3,-8.4,-4.2
2016-02-09,-6.4,-7.9,-4.9
2016-02-10,-7.6,-10.9,-4.2
2016-02-11,-19.1,-27.3,-10.9
2016-02-12,-16.7,-27.7,-5.6
2016-02-13,-21.2,-28.2,-14.2
2016-02-14,-25.0,-30.5,-19.5
2016-02-15,-15.5,-27.2,-3.8
2016-02-16,-3.8,-6.0,-1.6
2016-02-17,-7.3,-14.6,0.0
2016-02-18,-15.8,-23.9,-7.6
2016-02-19,-10.2,-22.7,2.3
2016-02-20,3.9,1.0,6.7
2016-02-21,-2.6,-8.6,3.4
2016-02-22,-12.8,-18.6,-7.0
2016-02-23,-13.7,-21.2,-6.2
2016-02-24,-3.5,-7.4,0.4
2016-02-25,-3.6,-8.1,1.0
2016-02-26,-11.1,-15.8,-6.3
2016-02-27,-6.8,-16.7,3.1
2016-02-28,-2.1,-7.1,2.9
2016-02-29,-2.0,-10.1,6.2
2016-03-01,-12.3,-15.7,-8.8
2016-03-02,-9.8,-13.3,-6.3
2016-03-03,-15.8,-22.5,-9.1
2016-03-04,,-19.7,
2016-03-05,-8.0,-16.0,0.0
2016-03-06,-5.1,-11.8,1.6
2016-03-07,2.8,-0.9,6.4
2016-03-08,3.2,-1.8,8.2
2016-03-09,9.8,6.2,13.4
2016-03-10,5.2,1.3,9.1
2016-03-11,2.1,-1.7,5.9
2016-03-12,3.4,-2.0,8.8
2016-03-13,4.6,0.8,8.3
2016-03-14,3.3,0.1,6.4
2016-03-15,7.4,3.5,11.2
2016-03-16,6.2,3.2,9.2
2016-03-17,5.2,-0.7,11.0
2016-03-18,-0.9,-5.0,3.3
2016-03-19,-4.3,-8.1,-0.4
2016-03-20,-2.7,-8.6,3.3
2016-03-21,-1.5,-8.3,5.3
2016-03-22,-0.1,-6.3,6.1
2016-03-23,,,3.5
2016-03-24,-3.5,-5.7,-1.3
2016-03-25,-2.8,-6.4,0.8
2016-03-26,-0.4,-7.9,7.1
2016-03-27,6.8,-3.7,17.3
2016-03-28,5.5,0.8,10.1
2016-03-29,0.6,-4.0,5.1
2016-03-30,4.5,-4.1,13.0
2016-03-31,12.4,8.3,16.5
2016-04-01,12.0,10.1,13.8
2016-04-02,2.5,-2.9,7.8
2016-04-03,,,
2016-04-04,-4.9,-8.2,-1.6
2016-04-05,-4.1,-9.5,1.4
2016-04-06,-0.9,-5.5,3.7
2016-04-07,6.2,1.2,11.2
2016-04-08,-2.3,-5.8,1.2
2016-04-09,-4.2,-7.9,-0.4
2016-04-10,-3.3,-8.6,2.0
2016-04-11,4.6,-1.0,10.1
2016-04-12,2.9,-0.6,6.4
2016-04-13,1.7,-4.2,7.5
2016-04-14,3.5,-4.0,11.0
2016-04-15,7.4,-0.8,15.5
2016-04-16,9.9,2.5,17.2
2016-04-17,12.4,1.7,23.1
2016-04-18,10.7,2.3,19.0
2016-04-19,8.7,3.0,14.4
2016-04-20,8.5,1.2,15.8
2016-04-21,11.4,-1.2,24.0
2016-04-22,11.9,5.3,18.5
2016-04-23,,1.3,
2016-04-24,5.0,-2.2,12.1
2016-04-25,4.8,0.7,8.8
2016-04-26,,,9.3
2016-04-27,3.8,-2.5,10.0
2016-04-28,2.7,-3.1,8.4
2016-04-29,5.8,-1.3,12.9
2016-04-30,7.2,-1.3,15.6
2016-05-01,7.7,6.2,9.2
2016-05-02,6.3,3.6,9.0
2016-05-03,8.7,2.3,15.0
2016-05-04,10.0,6.1,13.8
2016-05-05,12.0,6.9,17.0
2016-05-06,12.9,5.3,20.5
2016-05-07,15.3,10.3,20.3
2016-05-08,7.4,2.9,11.8
2016-05-09,6.5,-0.2,13.2
2016-05-10,9.6,0.0,19.1
2016-05-11,11.4,1.5,21.3
2016-05-12,15.9,4.8,27.0
2016-05-13,15.0,8.7,21.2
2016-05-14,12.3,6.6,17.9
2016-05-15,6.2,3.2,9.1
2016-05-16,9.1,2.8,15.3
2016-05-17,8.7,0.4,17.0
2016-05-18,11.0,4.7,17.3
2016-05-19,12.4,5.8,19.0
2016-05-20,13.3,3.8,22.8
2016-05-21,15.8,7.0,24.6
2016-05-22,16.3,7.9,24.7
2016-05-23,17.7,8.6,26.8
2016-05-24,17.7,6.4,28.9
2016-05-25,19.8,11.6,28.0
2016-05-26,19.6,12.5,26.6
2016-05-27,21.7,14.3,29.1
2016-05-28,23.1,15.1,31.1
2016-05-29,23.8,16.7,30.9
2016-05-30,21.7,16.0,27.3
2016-05-31,18.2,9.5,26.8
2016-06-01,16.4,8.1,24.6
2016-06-02,17.6,12.7,22.4
2016-06-03,19.1,11.7,26.4
2016-06-04,18.0,9.9,26.1
2016-06-05,17.8,15.1,20.4
2016-06-06,17.9,14.0,21.7
2016-06-07,15.2,11.1,19.3
2016-06-08,11.4,9.0,13.8
2016-06-09,12.1,6.0,18.1
2016-06-10,12.3,4.0,20.5
2016-06-11,13.9,7.8,20.0
2016-06-12,14.7,9.6,19.7
2016-06-13,14.2,8.6,19.7
2016-06-14,15.1,6.0,24.2
2016-06-15,17.0,8.4,25.6
2016-06-16,19.3,11.7,26.9
2016-06-17,18.7,9.3,28.0
2016-06-18,19.2,9.3,29.0
2016-06-19,21.2,13.5,28.8
2016-06-20,23.4,17.0,29.8
2016-06-21,17.8,12.5,23.1
2016-06-22,16.8,11.4,22.2
2016-06-23,16.8,8.6,24.9
2016-06-24,17.7,8.4,27.0
2016-06-25,,,29.0
2016-06-26,20.7,10.5,30.8
2016-06-27,23.7,19.7,27.6
2016-06-28,21.5,16.0,26.9
2016-06-29,18.3,11.8,24.8
2016-06-30,18.4,9.8,26.9
2016-07-01,17.6,8.3,26.8
2016-07-02,17.4,11.8,23.0
2016-07-03,18.3,10.2,26.3
2016-07-04,20.7,12.5,28.8
2016-07-05,21.2,11.4,31.0
2016-07-06,22.9,14.9,30.9
2016-07-07,24.4,17.4,31.3
2016-07-08,21.1,17.3,24.8
2016-07-09,21.1,16.4,25.7
2016-07-10,16.0,12.0,20.0
2016-07-11,18.9,10.8,26.9
2016-07-12,20.9,12.3,29.4
2016-07-13,25.6,20.4,30.8
2016-07-14,23.4,19.0,27.7
2016-07-15,22.4,16.5,28.3
2016-07-16,17.7,13.9,21.5
2016-07-17,19.0,11.5,26.4
2016-07-18,23.9,17.8,29.9
2016-07-19,16.9,9.8,23.9
2016-07-20,17.5,8.5,26.5
2016-07-21,22.1,15.1,29.0
2016-07-22,26.0,18.7,33.2
2016-07-23,23.4,16.6,30.2
2016-07-24,19.8,12.1,27.4
2016-07-25,21.0,16.0,25.9
2016-07-26,23.7,17.1,30.3
2016-07-27,22.7,15.2,30.2
2016-07-28,22.5,17.9,27.1
2016-07-29,20.2,13.1,27.2
2016-07-30,19.1,12.7,25.4
