date,temp_mean,temp_min,temp_max
2016-01-01,-2.8,-4.4,-1.1
2016-01-02,-1.4,-3.4,0.7
2016-01-03,-3.9,-8.3,0.5
2016-01-04,-12.3,-16.2,-8.3
2016-01-05,-10.0,-16.7,-3.2
2016-01-06,-4.6,-11.0,1.9
2016-01-07,-2.3,-8.8,4.3
2016-01-08,-0.6,-5.0,3.8
2016-01-09,5.6,3.2,7.9
2016-01-10,-1.3,-8.0,5.5
2016-01-11,-9.5,-11.2,-7.8
2016-01-12,-6.7,-10.5,-2.9
2016-01-13,-10.4,-12.3,-8.5
2016-01-14,-5.8,-8.9,-2.6
2016-01-15,0.2,-4.1,4.5
2016-01-16,-0.4,-3.5,2.7
2016-01-17,-7.1,-12.2,-2.0
2016-01-18,-10.8,-13.4,-8.2
2016-01-19,-11.2,-15.5,-6.8
2016-01-20,-8.7,-11.6,-5.7
2016-01-21,-6.7,-10.0,-3.4
2016-01-22,-8.1,-11.5,-4.6
2016-01-23,-8.6,-13.2,-3.9
2016-01-24,-7.5,-14.0,-1.0
2016-01-25,1.5,-1.4,4.4
2016-01-26,2.4,-0.7,5.4
2016-01-27,-1.3,-2.2,-0.4
2016-01-28,-1.0,-3.2,1.2
2016-01-29,-5.6,-9.8,-1.3
2016-01-30,-1.5,-8.1,5.1
2016-01-31,5.8,1.1,10.5
2016-02-01,2.5,-1.5,6.5
2016-02-02,2.0,-5.5,9.5
2016-02-03,,-0.5,
2016-02-04,,,3.0
2016-02-05,,-8.5,
2016-02-06,,,3.5
2016-02-07,,3.0,
2016-02-08,,,5.0
2016-02-09,0.5,0.0,1.0
2016-02-10,-6.0,-7.0,-5.0
2016-02-11,-10.5,-13.0,-8.0
2016-02-12,-10.8,-17.0,-4.5
2016-02-13,-15.3,-18.0,-12.5
2016-02-14,-16.5,-20.5,-12.5
2016-02-15,-10.3,-20.5,0.0
2016-02-16,-3.0,-6.0,0.0
2016-02-17,-2.0,-4.0,0.0
2016-02-18,-9.0,-18.0,0.0
2016-02-19,-3.5,-16.0,9.0
2016-02-20,7.5,0.0,15.0
2016-02-21,7.0,-1.0,15.0
2016-02-22,-1.3,-4.0,1.5
2016-02-23,,-3.5,
2016-02-24,,,2.0
2016-02-25,0.3,-0.5,1.0
2016-02-26,-3.8,-8.5,1.0
2016-02-27,0.8,-4.0,5.5
2016-02-28,7.0,0.5,13.5
2016-02-29,2.0,-2.0,6.0
2016-03-01,-2.8,-5.0,-0.5
2016-03-02,-6.0,-8.5,-3.5
2016-03-03,-5.3,-9.0,-1.5
2016-03-04,-3.0,-7.0,1.0
2016-03-05,-2.8,-6.0,0.5
2016-03-06,-2.3,-9.0,4.5
2016-03-07,6.5,-0.5,13.5
2016-03-08,9.8,4.0,15.5
2016-03-09,10.8,5.5,16.0
2016-03-10,,10.0,
2016-03-11,,,7.5
2016-03-12,5.0,-2.0,12.0
2016-03-13,5.0,-1.0,11.0
2016-03-14,8.5,4.5,12.5
2016-03-15,8.3,8.0,8.5
2016-03-16,9.8,6.0,13.5
2016-03-17,7.0,2.5,11.5
2016-03-18,3.8,0.5,7.0
2016-03-19,-1.0,-6.0,4.0
2016-03-20,0.5,-4.0,5.0
2016-03-21,,-4.0,
2016-03-22,,,10.0
2016-03-23,3.5,-1.0,8.0
2016-03-24,3.8,0.0,7.5
2016-03-25,1.0,-1.0,3.0
2016-03-26,1.8,-4.5,8.0
2016-03-27,,-6.5,
2016-03-28,,,8.0
2016-03-29,4.0,0.0,8.0
2016-03-30,5.5,-4.0,15.0
2016-03-31,6.5,-2.0,15.0
2016-04-19,11.0,4.5,17.5
2016-04-20,,,
2016-04-21,,,
2016-04-22,,,
2016-04-23,,,
2016-04-24,,,
2016-04-25,8.5,4.5,12.5
2016-04-26,4.0,2.0,6.0
2016-04-27,6.0,-1.5,13.5
2016-04-28,5.5,2.0,9.0
2016-05-01,8.1,6.0,10.2
2016-05-02,8.0,2.8,13.2
2016-05-03,9.0,2.7,15.3
2016-05-04,9.1,1.4,16.7
2016-05-05,12.1,6.6,17.5
2016-05-06,14.1,6.4,21.8
2016-05-07,12.4,4.2,20.6
2016-05-08,8.4,1.0,15.8
2016-05-09,8.1,0.3,15.8
2016-05-10,9.4,2.4,16.3
2016-05-11,12.6,5.8,19.4
2016-05-12,17.3,9.1,25.4
2016-05-13,16.0,12.2,19.7
2016-05-14,7.3,1.9,12.7
2016-05-15,3.9,0.3,7.4
2016-05-16,9.1,0.2,17.9
2016-05-17,11.9,5.4,18.4
2016-05-18,11.3,5.0,17.6
2016-05-19,11.3,2.7,19.8
2016-05-20,13.3,4.1,22.4
2016-05-21,15.7,9.1,22.2
2016-05-22,15.5,7.9,23.1
2016-05-23,17.0,7.1,26.8
2016-05-24,18.4,7.5,29.3
2016-05-25,21.7,12.7,30.7
2016-05-26,22.1,15.0,29.2
2016-05-27,23.7,16.3,31.0
2016-05-28,24.8,16.0,33.5
2016-05-29,24.0,17.1,30.8
2016-05-30,21.4,15.3,27.5
2016-05-31,20.5,12.7,28.2
2016-06-01,21.0,13.0,29.0
2016-06-02,22.0,15.0,29.0
2016-06-03,,12.0,
2016-06-04,,,26.5
2016-06-05,20.3,16.5,24.0
2016-06-06,19.3,14.0,24.5
2016-06-07,15.0,12.5,17.5
2016-06-08,13.0,9.0,17.0
2016-06-09,13.3,4.0,22.5
2016-06-10,16.3,7.5,25.0
2016-06-11,24.3,16.0,32.5
2016-06-12,16.3,12.5,20.0
2016-06-13,13.8,7.5,20.0
2016-06-14,,7.5,
2016-06-15,,,22.5
2016-06-16,20.0,15.0,25.0
2016-06-17,20.5,12.0,29.0
2016-06-18,21.0,12.0,30.0
2016-06-19,21.5,12.0,31.0
2016-06-20,24.3,17.0,31.5
2016-06-21,18.0,10.5,25.5
2016-06-22,18.5,12.0,25.0
2016-06-23,20.3,14.5,26.0
2016-06-24,18.8,10.0,27.5
2016-06-25,20.5,11.0,30.0
2016-06-26,22.0,14.5,29.5
2016-06-27,24.8,18.5,31.0
2016-06-28,17.3,14.5,20.0
2016-06-29,16.3,8.0,24.5
2016-06-30,17.5,7.5,27.5
2016-07-01,17.6,10.8,24.3
2016-07-02,17.7,9.5,25.8
2016-07-03,19.0,9.8,28.2
2016-07-04,19.0,9.3,28.6
2016-07-05,24.8,18.2,31.4
2016-07-06,24.3,16.7,31.9
2016-07-07,26.2,19.1,33.3
2016-07-08,25.0,19.0,31.0
2016-07-09,20.4,17.0,23.7
2016-07-10,22.0,14.7,29.2
2016-07-11,21.7,14.4,28.9
2016-07-12,24.5,16.2,32.7
2016-07-13,26.9,20.0,33.8
2016-07-14,23.5,19.0,28.0
2016-07-15,20.0,14.5,25.5
2016-07-16,18.2,12.4,23.9
2016-07-17,18.3,9.4,27.2
2016-07-18,21.9,14.1,29.7
2016-07-19,19.1,11.7,26.5
2016-07-20,19.0,9.0,28.9
2016-07-21,23.0,13.9,32.1
2016-07-22,27.1,19.9,34.2
2016-07-23,25.3,16.6,33.9
2016-07-24,22.4,16.1,28.7
2016-07-25,24.6,18.4,30.7
2016-07-26,22.4,14.9,29.9
2016-07-27,,16.0,
2016-07-28,23.9,19.3,28.5
2016-07-29,22.8,18.0,27.6
2016-07-30,21.0,17.3,24.6
2016-07-31,21.9,17.9,25.8
2016-08-01,22.3,16.1,28.4
2016-08-02,22.5,14.3,30.6
2016-08-03,22.7,14.0,31.3
2016-08-04,23.9,15.5,32.2
2016-08-05,26.2,19.4,33.0
2016-08-06,21.6,15.2,28.0
