date,temp_mean,temp_min,temp_max,climate_id,theta,temp_mean_avg,temp_min_avg,temp_max_avg
2020-01-13,-5.3,-8.2,-2.4,6166415.0,0.19352726818828359,-8.662500000000186,-14.33750000000016,-2.9437500000002066
2020-01-14,-2.0,-5.0,1.1,6166415.0,0.21072969202724323,-10.18125000000002,-15.343750000000078,-4.96249999999996
2020-01-15,0.5,-1.0,2.0,6166415.0,0.22793211586619933,-7.968750000000091,-11.575000000000141,-4.30000000000004
2020-01-16,-7.3,-14.4,-0.2,6166415.0,0.24513453970515897,-7.274999999999959,-12.537500000000001,-1.9562499999999132
2020-01-17,-15.2,-18.7,-11.6,6166415.0,0.2623369635441186,-8.551060604177664,-15.002786166608725,-2.018414317779408
2020-01-18,-10.4,-13.7,-7.0,6166415.0,0.2795393873830747,-8.629330402766612,-13.829707586030612,-3.363076735970434
2020-01-19,-8.0,-15.8,-0.2,6166415.0,0.29674181122203436,-7.959695770700946,-12.226547258612811,-3.623501347897352
2020-01-20,-14.0,-21.0,-7.0,6166415.0,0.313944235060994,-6.342213067377982,-9.221884535561042,-3.4221938892090566
2020-01-21,-12.6,-22.8,-2.4,6166415.0,0.3311466588999501,-7.992648534019415,-11.76201865917808,-4.18498200830084
2020-01-22,-6.3,-13.1,0.5,6166415.0,0.34834908273890974,-6.976690588550018,-13.001018513842123,-0.9308377200411813
2020-01-23,-5.6,-15.5,4.3,6166415.0,0.3655515065778694,-3.32499999999973,-8.674999999999638,2.000000000000173
2020-01-24,-1.3,-6.0,3.5,6166415.0,0.3827539304168255,-3.99019494954203,-9.794006384259678,1.8283886021685376
2020-01-25,1.0,0.2,1.7,6166415.0,0.39995635425578513,-4.383944949542164,-8.344006384259792,-0.3841113978316153
2020-01-26,1.9,0.5,3.2,6166415.0,0.4171587780947448,-4.00625,-7.662500000000011,-0.3624999999999874
2020-01-27,-0.5,-2.1,1.2,6166415.0,0.43436120193370087,-4.743750000000044,-10.231249999999974,0.7499999999998881
2020-01-28,-3.8,-7.0,-0.6,6166415.0,0.4515636257726605,-5.8687500000000234,-10.568750000000009,-1.1625000000000356
2020-01-29,-9.9,-15.5,-4.3,6166415.0,0.46876604961162016,-6.824999999999918,-11.818749999999888,-1.7562499999999486
2020-01-30,-9.9,-15.4,-4.3,6166415.0,0.48596847345057625,-10.499999999999734,-16.224999999999692,-4.712499999999774
2020-01-31,-7.6,-13.2,-1.9,6166415.0,0.5031708972895359,-9.866867378523018,-16.14123416751654,-3.5646646720509336
2020-02-01,-5.2,-10.3,-0.1,6166415.0,0.5203733211284955,-6.441867378522866,-13.01623416751638,0.12908532794921435
2020-02-02,-0.4,-2.1,1.3,6166415.0,0.5375757449674516,-6.324999999999859,-11.693749999999941,-0.9124999999997754
2020-02-03,-0.3,-4.8,4.2,6166415.0,0.5547781688064113,-4.665011938597041,-8.476774908325734,-0.8084795322284326
2020-02-04,-0.6,-4.3,3.2,6166415.0,0.5719805926453709,-1.9624999999998949,-5.718749999999926,1.8375000000001354
2020-02-05,-6.3,-8.7,-3.9,6166415.0,0.589183016484327,-4.406249999999822,-9.681249999999764,0.8750000000001172
2020-02-06,-5.6,-6.8,-4.3,6166415.0,0.6063854403232867,-5.8937500000000025,-10.206250000000002,-1.5500000000000034
2020-02-07,-9.4,-14.3,-4.4,6166415.0,0.6235878641622463,-5.299999999999779,-10.143749999999818,-0.4062499999997391
2020-02-08,-17.5,-24.4,-10.5,6166415.0,0.6407902880012024,-4.362499999999926,-10.33124999999972,1.6437499999998684
2020-02-09,-12.3,-24.7,0.2,6166415.0,0.6579927118401621,-7.606249999999954,-12.587499999999986,-2.574999999999921
2020-02-10,0.7,-1.0,2.4,6166415.0,0.6751951356791217,-8.718749999999776,-12.568749999999657,-4.8187499999998975
2020-02-11,-0.3,-2.3,1.7,6166415.0,0.6923975595180778,-9.056250000000064,-11.968749999999996,-6.10625000000014
2020-02-12,-1.2,-3.4,1.0,6166415.0,0.7095999833570374,-7.987499999999986,-12.693749999999989,-3.1999999999999797
2020-02-13,-8.9,-18.0,0.2,6166415.0,0.7268024071959971,-11.649999999999984,-16.918750000000077,-6.312499999999898
2020-02-14,-18.1,-25.0,-11.1,6166415.0,0.7440048310349532,-10.725000000000167,-17.79375000000006,-3.6000000000002723
2020-02-15,-6.2,-12.1,-0.3,6166415.0,0.7612072548739128,-5.231250000000033,-12.656250000000039,2.2124999999999733
2020-02-16,-2.1,-7.2,3.0,6166415.0,0.7784096787128725,-4.362500000000394,-9.100000000000463,0.4124999999996727
2020-02-17,-4.7,-7.3,-2.1,6166415.0,0.7956121025518286,-9.899999999999814,-17.243749999999714,-2.4999999999999174
2020-02-18,-0.5,-6.0,5.0,6166415.0,0.8128145263907882,-10.16250000000009,-18.137500000000117,-2.143750000000069
2020-02-19,-4.4,-7.4,-1.3,6166415.0,0.8300169502297479,-6.3998330458477835,-14.696425734291537,1.8861956451523088
