date,temp_mean,temp_min,temp_max,climate_id,theta,temp_mean_avg,temp_min_avg,temp_max_avg
2020-03-12,4.8,1.1,8.4,1100031.0,1.2084702746868352,8.28749999999999,4.8875000000000846,11.606249999999894
2020-03-13,3.1,0.6,5.5,1100031.0,1.2256726985257913,7.562500000000004,4.718750000000013,10.318749999999994
2020-03-14,-0.5,-2.8,1.8,1100031.0,1.242875122364751,7.887499999999996,4.281249999999983,11.425000000000008
2020-03-15,3.7,-1.3,8.7,1100031.0,1.2600775462037106,8.024999999999974,3.262499999999872,12.737500000000075
2020-03-16,7.5,0.9,14.0,1100031.0,1.2772799700426667,7.437500000000031,1.7250000000000336,13.106250000000028
2020-03-17,5.5,-2.5,13.4,1100031.0,1.2944823938816263,7.950000000000008,1.9125000000000223,13.949999999999994
2020-03-18,5.7,-2.9,14.2,1100031.0,1.311684817720586,8.999999999999984,2.931249999999926,15.000000000000043
2020-03-19,7.2,-1.3,15.6,1100031.0,1.328887241559542,9.362499999999963,3.131249999999972,15.556249999999956
2020-03-20,7.2,-0.3,14.7,1100031.0,1.3460896653985017,9.462500000000023,4.687500000000029,14.193750000000021
2020-03-21,6.1,-1.4,13.5,1100031.0,1.3632920892374614,9.699999999999969,5.293749999999966,14.037499999999973
2020-03-22,5.7,-0.7,12.0,1100031.0,1.3804945130764175,8.875000000000036,4.7187500000000115,12.98750000000006
2020-03-23,6.4,2.1,10.6,1100031.0,1.397696936915377,7.699999999999997,4.475000000000005,10.862499999999986
2020-03-24,5.4,2.0,8.7,1100031.0,1.4148993607543368,7.756250000000023,3.96874999999993,11.456250000000114
2020-03-25,6.2,1.4,11.0,1100031.0,1.4321017845932928,7.7750000000000075,4.012499999999927,11.456250000000086
2020-03-26,4.6,1.6,7.5,1100031.0,1.4493042084322525,8.762500000000035,4.606250000000016,12.831250000000052
2020-03-27,7.0,4.4,9.5,1100031.0,1.4665066322712121,9.368749999999967,5.568750000000068,13.124999999999865
2020-03-28,8.7,6.4,10.9,1100031.0,1.4837090561101682,8.712499999999999,4.787500000000016,12.581249999999983
2020-03-29,9.4,6.5,12.2,1100031.0,1.5009114799491279,9.825,4.6625,14.968749999999998
