date,temp_mean,temp_min,temp_max,theta,temp_mean_avg,temp_min_avg,temp_max_avg
2020-10-19,-7.6,-11.8,-3.4,5.010205943096658,1.043750000000011,-1.7437499999998867,3.818749999999907
2020-10-20,-7.0,-8.9,-5.0,5.027408366935617,0.7749999999999693,-2.1437499999999927,3.674999999999932
2020-10-21,-9.3,-13.1,-5.5,5.044610790774577,-0.16250000000009224,-3.6750000000001357,3.381249999999958
2020-10-22,-12.2,-17.1,-7.2,5.061813214613533,0.40624999999979194,-3.0625000000002345,3.9687499999998197
2020-10-23,-11.5,-15.1,-7.8,5.079015638452493,-0.19375000000000142,-3.081250000000007,2.7375000000000043
2020-10-24,-9.1,-13.1,-5.1,5.096218062291452,-1.7250000000000543,-5.225000000000151,1.8000000000000371
2020-10-25,-3.8,-5.7,-1.8,5.1134204861304084,-1.9499999999999378,-5.587500000000006,1.725000000000129
2020-10-26,3.9,-2.7,10.6,5.130622909969368,-0.3812499999999668,-3.2437499999999595,2.487500000000024
2020-10-27,1.2,-3.2,5.6,5.147825333808328,0.8124999999999285,-2.312500000000046,3.9187499999999003
2020-10-28,-2.9,-4.3,-1.5,5.165027757647284,-0.018750000000077094,-3.2312500000001294,3.2062499999999696
2020-10-29,-4.0,-5.3,-2.7,5.1822301814862435,-0.5574943653534732,-3.514686176252969,2.383585352219101
2020-10-30,-5.8,-8.6,-2.9,5.199432605325203,-2.2074943653536065,-6.464686176253117,2.0335853522189833
2020-10-31,-11.4,-14.1,-8.6,5.216635029164159,-3.3562500000000433,-7.000000000000148,0.26250000000006257
2020-11-01,-15.3,-16.6,-13.9,5.233837453003119,-4.068750000000029,-6.6187500000000465,-1.5187500000000123
2020-11-02,-16.7,-17.8,-15.6,5.2510398768420785,-5.906250000000011,-9.012500000000014,-2.7937500000000104
2020-11-03,-16.3,-17.2,-15.5,5.268242300681035,-5.3749999999999725,-8.943749999999977,-1.7749999999999702
2020-11-04,-19.4,-22.0,-16.8,5.285444724519994,-6.381250000000092,-9.068750000000069,-3.7125000000001176
2020-11-05,-20.3,-24.2,-16.4,5.302647148358954,-7.943749999999961,-11.493749999999944,-4.443749999999978
2020-11-06,-17.8,-22.0,-13.6,5.31984957219791,-7.406250000000086,-10.381250000000048,-4.443750000000127
2020-11-07,-17.7,-23.6,-11.9,5.33705199603687,-7.67500000000004,-11.368750000000034,-3.9875000000000442
2020-11-08,-6.3,-13.1,0.5,5.354254419875829,-7.823869767079136,-11.4915257060484,-4.197586696709507
2020-11-09,-1.9,-4.3,0.4,5.371456843714785,-8.323869767078927,-11.147775706048265,-5.491336696709224
2020-11-10,-9.8,-15.3,-4.2,5.388659267553745,-6.037499999999958,-8.381249999999934,-3.674999999999981
2020-11-11,-5.7,-9.6,-1.9,5.405861691392705,-4.624999999999958,-6.718749999999941,-2.5187499999999776
2020-11-12,-4.3,-5.7,-2.9,5.423064115231661,-5.393750000000022,-7.3937500000000655,-3.4312499999999746
