date,CA-AB,CA-BC,CA-MB,CA-NB,CA-NL,CA-NT,CA-NS,CA-NU,CA-ON,CA-PE,CA-QC,CA-SK,CA-YT
2020-08-12,69.59888613,52.00795887,63.48030274,26.76880236,48.18384425,0,0,0,37.4763233,0,9.177875094,76.48229245,0
2020-08-13,74.60515873,35.10830999,105.32493,21.94269374,0,0,17.554155,0,39.49684874,0,8.777077498,92.15931373,438.8538749
2020-08-14,52.27993953,33.13517294,57.43429977,0,55.96162541,0,13.25406918,0,36.08052165,0,8.836046118,73.63371765,0
2020-08-15,86.0463964,43.0231982,79.67258926,0,0,0,159.3451785,0,58.95771605,0,7.967258926,57.36426426,0
2020-08-16,39.59762931,27.47590605,26.66779117,24.24344652,80.81148839,0,66.26542048,0,45.2544335,0,9.697378606,63.84107582,0
2020-08-17,33.2184651,25.30930674,143.9466821,61.69143519,158.1831671,0,85.41891026,0,47.45495014,0,9.490990028,42.70945513,0
2020-08-18,73.84920635,55.38690476,44.30952381,36.92460317,361.8611111,0,140.3134921,0,51.69444444,369.2460317,7.384920635,25.84722222,0
2020-08-19,49.9520202,37.46401515,66.6026936,24.9760101,199.8080808,416.266835,33.3013468,0,45.78935185,0,12.48800505,33.3013468,0
2020-08-20,53.45968013,51.13534622,62.75701581,88.32468892,232.4333919,0,20.91900527,0,46.48667838,0,6.973001757,76.70301932,0
2020-08-21,43.18,35.98333333,57.57333333,50.37666667,201.5066667,0,35.98333333,719.6666667,28.78666667,0,0,50.37666667,0
2020-08-22,38.28446934,34.45602241,86.77813051,0,127.6148978,0,12.76148978,0,15.31378774,0,5.104595912,35.73217139,0
2020-08-23,56.30510367,70.38137959,77.41951754,70.38137959,234.6045986,0,25.80650585,0,44.57487374,0,14.07627592,23.46045986,0
2020-08-24,132.9155556,70.36705882,332.2888889,148.5526797,390.9281046,0,35.18352941,0,66.45777778,238.4661438,7.818562092,0,0
2020-08-25,45.58947368,32.56390977,82.4952381,52.10225564,217.0927318,0,36.90576441,0,30.39298246,0,17.36741855,36.90576441,0
2020-08-26,26.05410628,33.49813665,62.03358638,85.60634921,124.0671728,0,45.90485392,0,28.53544974,0,11.16604555,29.77612146,0
2020-08-27,47.47321429,36.92361111,36.92361111,0,179.343254,527.4801587,0,0,36.92361111,100.2212302,10.54960317,42.1984127,0
2020-08-28,55.26190476,48.35416667,48.35416667,41.44642857,0,0,89.80059524,0,55.26190476,0,6.907738095,55.26190476,690.7738095
2020-08-29,56.89182692,29.58375,56.89182692,0,227.5673077,0,22.75673077,0,36.41076923,0,18.20538462,45.51346154,0
2020-08-30,51.84160992,37.70298903,117.8218407,24.74258655,78.94063328,0,0,0,37.70298903,117.8218407,10.60396566,36.52477062,0
2020-08-31,42.1184533,36.30901147,72.61802294,45.74935445,69.71330202,0,62.45149973,0,31.22574986,0,10.89270344,30.49956963,0
2020-09-01,64.07618076,30.51246703,72.46710919,54.92244065,0,0,76.28116757,0,28.224032,0,17.54466854,17.54466854,0
2020-09-02,35.15581002,37.58034865,82.43431316,0,121.2269311,0,33.94354071,0,29.09446347,0,9.698154489,32.7312714,0
2020-09-03,44.13571429,29.42380952,55.16964286,25.74583333,122.5992063,0,34.32777778,0,28.19781746,0,11.03392857,17.16388889,0
2020-09-04,80.76869096,36.71304134,116.2579643,0,122.3768045,0,99.12521163,0,47.72695375,0,2.44753609,23.25159285,0
2020-09-05,89.9723336,125.1788989,207.3275513,179.9446672,148.6499425,0,129.0907395,0,89.9723336,391.1840591,7.823681182,58.67760887,0
2020-09-06,25.86861189,15.43040007,12.7073883,23.14560011,41.75284726,0,32.22230604,0,24.507106,0,7.715200037,45.38352963,0
2020-09-07,22.75670114,14.08748166,28.5361808,13.72626418,22.75670114,0,27.45252836,0,19.14452636,0,5.418262177,36.12174785,0
2020-09-08,58.97896994,48.36275535,46.00359655,0,0,0,57.79939054,0,56.03002145,0,3.538738197,54.85044205,0
2020-09-09,27.57599415,23.16383509,71.69758479,44.12159064,110.3039766,0,30.88511345,0,38.60639181,0,3.309119298,59.56414736,0
2020-09-10,46.07728891,23.78182654,38.64546812,0,74.31820793,0,0,0,32.70001149,0,8.918184951,31.21364733,0
2020-09-11,21.44410436,42.88820872,71.48034787,50.03624351,71.48034787,0,14.29606957,714.8034787,35.74017393,0,7.148034787,0,0
2020-09-12,73.9808208,63.41213212,28.82369642,0,0,0,68.21608152,0,49.96107379,0,12.49026845,96.07898806,0
2020-09-13,38.48649685,63.11785483,150.8670677,153.9459874,126.2357097,0,76.9729937,0,24.63135798,0,15.39459874,50.80217584,0
2020-09-14,69.67090897,41.42594588,116.7458475,79.08589667,188.299754,0,80.96889421,0,47.0749385,0,7.531990159,56.4899262,0
2020-09-15,15.19741624,25.32902707,7.851998391,0,22.28954382,0,0,0,17.73031895,0,1.013161083,0,0
2020-09-16,30.27724388,82.68016598,19.79665946,36.09979078,116.450938,0,25.61920636,0,47.74488458,0,18.63215008,24.45469698,0
2020-09-17,33.18507315,26.35285221,48.80157817,29.2809469,97.60315633,0,40.99332566,0,29.2809469,0,6.832220943,18.5445997,0
2020-09-18,56.64593428,63.72667606,42.48445071,0,56.64593428,0,77.88815963,0,35.40370892,0,7.080741785,0,708.0741785
2020-09-19,27.02496425,20.53897283,9.999236773,17.56622676,0,0,0,0,19.7282239,0,7.296740348,11.62073463,0
2020-09-20,26.40185414,35.20247218,17.60123609,30.6261508,0,0,20.41743387,0,34.14639802,0,13.02491471,20.06540914,0
2020-09-21,35.07008653,25.05006181,40.08009889,0,0,501.0012362,0,0,25.05006181,0,10.02002472,30.06007417,0
2020-09-22,45.00486832,16.31426477,39.94182064,0,56.2560854,0,0,0,30.37828612,0,6.188169394,0,0
2020-09-23,10.20671669,32.88830934,26.46185809,0,37.80265441,0,13.98698213,0,28.73001735,0,12.09684941,15.87711485,0
2020-09-24,46.08039909,46.08039909,18.72016213,72.00062358,53.28046145,0,0,0,36.00031179,0,10.80009354,22.32019331,0
2020-09-25,36.18686329,28.39981676,30.232063,0,45.80615606,0,20.61277023,0,29.31593988,0,4.580615606,37.10298641,0
2020-09-26,59.17105211,51.38538736,52.16395383,0,77.85664751,0,32.69979196,0,37.37119081,0,3.892832376,0,0
2020-09-27,14.90807719,34.07560501,106.4862656,34.07560501,53.24313282,0,46.85395688,0,27.68642907,0,17.0378025,43.65936891,0
2020-09-28,32.81626015,18.64560236,74.58240943,17.15395417,28.34131558,0,11.93318551,0,12.6790096,0,5.22076866,0,0
2020-09-29,25.9974223,30.72422635,28.36082432,77.99226689,82.71907095,0,0,0,23.63402027,236.3402027,7.090206081,33.08762838,0
2020-09-30,25.81213884,15.5692266,23.76355639,40.97164895,0,0,14.34007713,0,25.81213884,0,10.65262873,29.08987075,0
2020-10-01,22.91240916,14.58062401,52.07365719,0,0,0,45.30408176,0,31.24419432,0,7.811048579,21.35019945,0
2020-10-02,12.5392823,14.2111866,28.42237321,17.55499522,0,0,24.24261244,0,23.40666029,83.59521532,4.179760766,11.70333014,0
2020-10-03,64.1558529,32.07792645,90.88745827,0,0,0,37.42424752,0,48.11688967,534.6321075,10.69264215,112.2727426,0
2020-10-04,69.7291705,84.15589543,189.9518783,240.4454155,0,0,0,0,60.11135388,0,9.61781662,0,0
2020-10-05,6.796029084,19.2163581,12.65467485,23.43458305,0,0,0,0,16.63855396,0,5.624299932,14.99813315,0
2020-10-06,26.43125029,39.64687543,46.254688,0,46.254688,660.7812572,59.47031314,0,33.03906286,0,6.607812572,59.47031314,0
2020-10-07,23.52834483,7.842781611,36.97311331,0,112.0397373,0,15.68556322,0,26.88953695,0,8.963178984,15.68556322,0
2020-10-08,26.41609945,13.20804973,12.32751308,88.05366484,74.84561511,0,15.84965967,0,23.77448951,0,7.924829836,14.96912302,0
2020-10-09,27.61166543,28.76215149,16.68204787,57.52430298,0,0,0,0,15.53156181,0,9.779131507,20.13350604,0
2020-10-10,16.84179531,14.21026479,8.947203756,0,52.63061033,0,0,0,5.789367136,0,5.263061033,22.10485634,0
2020-10-11,24.9394811,9.975792439,23.27684903,166.2632073,68.167915,0,0,0,14.96368866,0,3.325264146,28.26474524,0
2020-10-12,6.379109411,26.42773899,46.47636857,91.13013444,73.8154089,0,63.79109411,0,32.8068484,0,0,0,0
2020-10-13,18.09872512,18.09872512,24.88574704,47.50915345,0,0,0,0,15.83638448,226.234064,6.787021921,45.24681281,0
2020-10-14,29.0006524,8.458523617,51.95950222,22.95884982,120.8360517,0,0,0,22.95884982,0,8.458523617,15.70868672,0
2020-10-15,11.32573461,28.31433653,10.19316115,19.25374884,0,0,13.59088153,0,9.060587689,113.2573461,7.928014228,24.91661614,0
2020-10-16,7.315571524,16.00281271,45.72232203,17.83170559,0,0,36.57785762,0,16.46003593,0,6.858348304,10.97335729,0
2020-10-17,24.33733923,9.794295055,29.67968198,0,0,0,0,0,21.96296467,0,13.94945053,0,0
2020-10-18,17.16983404,18.76702791,12.37825245,23.95790796,39.92984661,0,0,0,16.37123711,0,7.985969322,30.74598189,0
2020-10-19,27.46790079,16.48074047,27.46790079,38.4550611,0,0,27.46790079,549.3580157,21.97432063,0,0,0,0
2020-10-20,19.46099435,15.69435028,0,62.77740112,0,0,0,0,20.71654237,0,10.67215819,0,0
2020-10-21,22.71909616,13.06348029,35.21459905,22.15111876,0,0,0,0,15.33538991,0,5.111796637,56.79774041,0
2020-10-22,23.05369891,11.29160763,24.46514986,47.04836512,23.99466621,0,10.82112398,0,7.99822207,0,2.352418256,0,0
2020-10-23,18.00663388,22.80840292,13.20486485,50.41857487,0,0,0,0,21.60796066,120.0442259,2.400884518,45.61680584,0
2020-10-24,13.65675342,13.65675342,0,40.97026027,0,0,0,1365.675342,40.97026027,0,13.65675342,27.31350685,0
2020-10-25,10.41457774,24.79661367,12.64627297,0,0,0,0,0,14.8779682,0,1.983729093,15.12593434,0
2020-10-26,12.55808062,16.74410749,12.55808062,0,0,418.6026872,16.74410749,0,16.74410749,0,0,25.11616123,0
2020-10-27,17.20139618,11.10923503,35.83624205,23.29355733,35.47787963,0,0,0,11.46759746,0,0,29.02735606,0
2020-10-28,19.15063461,18.61867254,26.59810363,26.06614156,40.96107959,0,53.19620726,0,20.74652083,0,0,17.02278632,0
2020-10-29,52.01108285,24.76718231,0,101.5454475,81.73170162,0,0,0,44.58092815,247.6718231,4.953436462,32.197337,0
2020-10-30,17.97224999,41.93524997,17.97224999,65.89824995,47.92599997,599.0749996,65.89824995,0,23.96299998,0,5.990749996,17.97224999,0
2020-10-31,52.58529539,34.180442,35.75800086,39.43897154,0,0,25.76679474,0,33.65458905,0,12.09461794,0,0
2020-11-01,15.99637574,15.99637574,26.66062624,58.65337772,0,0,74.64975346,0,21.32850099,0,10.66425049,37.32487673,533.2125247
2020-11-02,21.53703572,16.89828956,18.22364561,33.1339011,0,0,23.19373077,0,30.15185,0,8.614814287,22.19971374,0
2020-11-03,28.85160455,25.45729813,14.42580228,0,84.85766045,0,56.00605589,0,20.36583851,0,11.88007246,17.82010869,0
2020-11-04,36.77369388,19.06784127,0,58.56551247,0,0,39.4976712,0,19.06784127,136.1988662,14.98187528,36.77369388,0
2020-11-05,39.9059656,27.43535135,48.63539558,124.7061425,0,0,0,0,32.42359705,0,8.729429975,19.9529828,0
2020-11-06,24.62011067,25.58560521,37.17153964,48.2747268,0,0,0,0,13.03417624,0,8.206703557,15.93065985,0
2020-11-07,14.43173312,18.80498559,30.61276723,43.73252462,0,0,0,0,10.49580591,0,7.434529185,0,0
2020-11-08,23.71164084,34.87006006,28.24474864,0,0,0,17.78373063,0,15.34282642,0,9.414916215,33.47525765,0
2020-11-09,53.81073972,50.14182564,122.2971357,0,0,0,41.58102614,0,40.35805479,0,4.891885429,39.13508343,0
2020-11-10,29.73336594,47.35313835,17.61977241,0,110.1235776,0,24.22718706,0,31.93583749,0,5.506178878,0,0
2020-11-11,24.29494958,19.23350175,20.24579132,21.25808089,34.41784524,0,41.5038722,0,19.23350175,101.2289566,0,13.15976436,0
2020-11-12,29.19777216,26.27799494,24.81810633,25.40206178,0,0,0,0,21.02239595,0,0,16.05877469,0
2020-11-13,12.11755964,92.90129059,201.9593274,159.5478686,0,0,111.0776301,0,52.50942512,0,6.058779821,96.94047714,0
2020-11-14,24.91150517,59.31310754,28.47029162,30.24968484,45.07796173,0,18.98019441,0,16.01453904,0,0,0,0
2020-11-15,18.00318,21.603816,60.01059999,0,0,0,41.407314,0,26.404664,0,17.403074,19.803498,0
2020-11-16,20.8382345,16.6705876,39.36110961,46.30718778,25.93202516,0,10.18758131,0,9.261437556,0,0,20.37516262,0
2020-11-17,12.37146791,21.44387772,8.247645276,16.49529055,0,0,11.54670339,0,14.02099697,82.47645276,0,22.26864225,0
2020-11-18,31.45579783,32.95369296,31.45579783,0,46.43474918,0,20.97053189,0,37.44737837,149.7895135,2.995790269,38.9452735,0
2020-11-19,19.40760305,10.78200169,86.25601354,43.12800677,0,0,0,0,45.28440711,215.6400339,10.78200169,0,0
2020-11-20,33.25997228,69.29160892,27.71664357,27.71664357,0,0,40.18913318,0,23.55914703,138.5832178,6.929160892,0,0
2020-11-21,19.5933925,59.37391667,10.687305,21.96834917,0,0,30.2806975,0,17.812175,0,5.343652501,29.09321917,0
2020-11-22,17.72132859,18.70584684,38.39621194,0,31.50458415,0,40.36524845,0,14.76777382,98.45182548,2.953554764,52.17946751,0
2020-11-23,40.69302054,33.34566961,56.51808408,0,0,0,36.73675465,0,27.6938612,0,11.30361682,35.04121213,0
2020-11-24,34.1200543,48.74293472,30.70804887,28.75833148,0,0,38.01948908,0,13.64802172,0,2.437146736,19.49717389,0
2020-11-25,12.50631431,22.26123948,12.00606174,25.01262863,19.75997662,0,8.254167448,0,8.75442002,0,0,7.753914875,0
2020-11-26,20.75939807,20.75939807,0,34.59899679,0,0,13.83959871,691.9799357,13.83959871,0,0,0,339.0701685
2020-11-27,19.12527582,15.30022066,63.7509194,0,0,0,0,0,24.22534937,0,10.8376563,16.57523904,0
2020-11-28,9.917949862,28.7620546,8.595556547,16.86051476,0,0,0,0,10.90974485,0,0,33.05983287,0
2020-11-29,3.284176877,32.84176877,0,13.13670751,0,328.4176877,9.852530631,0,13.13670751,0,3.284176877,19.70506126,0
2020-11-30,31.51172401,22.72976814,13.94781227,25.82928198,0,0,37.19416605,0,22.2131825,0,6.715613314,51.65856395,0
2020-12-01,20.18325156,40.36650312,20.18325156,0,0,672.775052,94.18850728,0,20.18325156,0,6.72775052,47.09425364,0
2020-12-02,33.70117349,15.93146383,16.54421244,61.27486089,54.53462619,0,22.05894992,0,14.093218,0,11.02947496,43.50515123,0
2020-12-03,20.81491896,12.56749824,10.21109232,39.27343201,0,0,28.66960536,0,10.99656096,0,0,0,0
2020-12-04,25.88264241,24.73230275,14.95441561,29.3336614,51.19011498,0,40.83705802,0,27.6081519,0,4.60135865,57.51698313,0
2020-12-05,17.05606578,13.95496291,14.34260077,0,0,0,18.60661721,0,15.50551434,0,6.977481455,38.76378586,0
2020-12-06,47.63607921,37.68227162,0,0,0,0,0,0,37.68227162,0,4.265917542,71.09862569,0
2020-12-07,22.33076992,18.08792363,0,0,0,0,0,0,11.83530806,0,10.71876956,14.06838505,0
2020-12-08,19.1840823,6.394694101,12.7893882,0,0,0,19.1840823,0,12.7893882,0,0,19.1840823,639.4694101
2020-12-09,23.36543764,14.72022571,10.51444694,0,0,0,14.01926258,0,7.71059442,0,3.271161269,0,0
2020-12-10,9.503058511,14.25458777,14.25458777,0,0,475.1529256,19.00611702,0,14.25458777,0,0,0,0
2020-12-11,15.42559546,8.942374182,22.35593546,0,0,0,0,0,6.930339991,0,0,0,0
2020-12-12,35.44042189,20.25166965,15.18875224,0,0,0,40.5033393,0,10.12583483,131.6358527,5.062917413,0,506.2917413
2020-12-13,15.75904054,11.8192804,7.87952027,0,0,393.9760135,0,0,15.75904054,0,3.939760135,11.8192804,0
2020-12-14,31.91169362,26.48670571,0,0,0,0,0,0,14.04114519,0,7.65880647,19.78525005,0
2020-12-15,13.63917655,14.08636267,0,22.35930582,0,0,0,0,10.73246679,0,5.813419513,14.75714184,0
2020-12-16,8.02126479,20.05316198,14.237745,0,0,0,0,0,9.224454509,0,2.406379437,17.84731416,0
2020-12-17,33.86467586,24.45782146,20.69507969,0,0,0,26.33919234,0,13.16959617,188.1370881,5.644112644,0,0
2020-12-18,11.77038975,9.4163118,0,0,0,0,0,0,4.355044207,0,1.88326236,0,0
2020-12-19,7.349091357,14.69818271,26.05586936,0,0,0,18.706778,0,18.37272839,0,10.68958743,33.40496071,0
2020-12-20,7.629331451,12.71555242,13.98710766,0,0,0,19.07332863,0,10.17244194,127.1555242,6.357776209,0,0
2020-12-21,12.0197712,11.59802484,0,16.0263616,0,0,11.38715166,0,6.11532219,0,2.741351327,21.0873179,0
2020-12-22,7.74917691,6.26529197,6.512606126,0,0,0,0,0,8.243805223,0,1.071694679,8.161367171,0
2020-12-23,8.74296893,28.50968129,0,0,33.45135939,0,14.06477611,0,9.883356182,0,4.941678091,38.01290839,0
2020-12-24,19.25210759,26.0163616,22.11390736,0,0,0,0,0,10.66670826,0,7.544744864,0,0
2020-12-25,0,1.674694566,0,0,0,0,0,0,3.07781704,0,0,4.526201529,0
2020-12-26,6.022302968,10.03717161,20.47583009,0,0,0,0,0,9.635684748,0,3.613381781,40.14868645,0
2020-12-27,8.09440228,11.02513414,9.489988879,0,0,0,12.97895538,0,13.955866,0,0,0,0
2020-12-28,6.114303799,6.114303799,12.2286076,24.4572152,0,611.4303799,0,0,12.2286076,0,0,30.571519,0
2020-12-29,11.40534251,17.10801377,17.10801377,0,0,0,0,0,17.10801377,0,5.702671256,22.81068502,570.2671256
2020-12-30,30.31519527,5.813873066,26.1624288,0,41.52766475,0,34.88323839,0,11.62774613,0,2.076383238,16.6110659,0
2020-12-31,17.47911928,29.13186547,12.4850852,0,41.61695067,0,0,0,19.14379731,0,6.658712107,0,0
2021-01-01,20.07584153,5.30740638,0,23.07567991,0,0,0,0,7.845731171,0,8.307244769,0,0
2021-01-02,2.374316002,0,9.101544674,0,13.85017668,0,0,0,2.770035336,39.57193337,0,11.47586068,0
2021-01-03,38.12277279,8.797562952,0,0,58.65041968,0,25.21968046,0,24.63317626,0,6.451546165,0,0
2021-01-04,9.529652506,11.82991346,0,32.86087071,0,0,0,0,10.84408733,0,2.957478364,22.01678338,0
2021-01-05,3.26037102,19.56222612,11.59243029,0,36.22634466,0,0,0,14.12827442,0,7.607532379,0,0
2021-01-06,9.708767479,11.45634563,13.78644982,0,0,0,19.41753496,0,5.048559089,0,0,8.737890731,0
2021-01-07,0,14.8114615,30.85721145,27.77149031,0,0,20.98290379,0,12.34288458,0,10.18287978,0,0
2021-01-08,7.988230876,13.09546045,0,0,0,0,0,0,9.952549944,0,0,0,0
2021-01-09,7.381142735,7.381142735,11.0717141,18.45285684,29.52457094,0,0,0,14.76228547,0,0,11.0717141,369.0571368
2021-01-10,36.62154051,10.25403134,16.11347783,0,0,0,0,0,20.50806269,146.486162,5.859446482,20.50806269,0
2021-01-11,13.46443468,13.46443468,9.256798844,0,0,0,0,0,14.30596185,84.15271676,0,0,0
2021-01-12,7.981263441,7.981263441,0,39.90631721,0,0,23.94379032,0,23.94379032,0,7.981263441,79.81263441,798.1263441
2021-01-13,16.32967515,19.86041572,0,26.03921172,44.13425715,0,19.41907315,0,16.32967515,0,2.206712858,18.09504543,0
2021-01-14,11.33710436,13.68271216,0,35.18411698,0,0,39.09346331,0,8.991496562,0,0,0,0
2021-01-15,19.72679659,38.13847341,44.71407228,131.5119773,0,0,31.56287455,0,30.24775478,0,3.945359319,0,0
2021-01-16,10.05285768,10.7382798,22.84740383,0,0,0,0,0,10.28133172,0,5.711850957,0,0
2021-01-17,21.25422871,10.39095626,0,26.44970684,47.23161936,0,18.89264774,0,13.22485342,0,0,18.42033155,0
2021-01-18,4.742124196,11.85531049,33.87231569,0,0,0,22.0170052,0,13.21020312,0,8.129355765,0,0
2021-01-19,3.34399702,10.03199106,10.03199106,0,0,0,20.06398212,0,10.03199106,86.94392251,0,0,334.399702
2021-01-20,9.172503379,9.367663025,0,0,0,0,10.5386209,0,9.367663025,0,2.537075403,19.51596464,0
2021-01-21,16.75720036,20.52757044,14.24362031,0,41.8930009,0,18.85185041,0,9.216460199,0,7.121810154,17.59506038,0
2021-01-22,5.218856177,25.39843339,34.79237451,32.35690829,0,0,0,0,12.87317857,0,5.914703667,22.96296718,0
2021-01-23,15.86390506,9.835621135,0,0,0,0,0,0,11.10473354,0,0,0,0
2021-01-24,9.88222693,9.573407339,8.183719177,15.44097958,0,0,0,0,6.94844081,0,2.624966528,0,0
2021-01-25,7.597594299,9.313180109,13.2345191,24.50836871,0,0,17.89110916,0,8.577929047,0,0,16.91077441,0
2021-01-26,21.91022127,35.91839552,18.67756567,35.91839552,0,0,24.78369291,0,18.67756567,0,6.106127239,0,0
2021-01-27,31.40109315,25.43488545,18.21263403,0,0,0,0,0,16.0145575,0,3.140109315,22.922798,0
2021-01-28,13.28012709,18.76539697,11.5479366,22.22977795,0,0,15.30101599,0,19.05409539,0,5.485269884,28.8698415,0
2021-01-29,20.19311481,41.68901122,56.01960882,65.13908003,56.67099962,0,24.10145961,0,13.02781601,0,5.862517202,22.79867801,0
2021-01-30,26.30526138,27.94934021,0,25.48322196,82.20394181,0,17.26282778,0,12.33059127,0,8.220394181,16.44078836,0
2021-01-31,21.98349576,29.91196964,26.30811788,0,0,0,0,0,36.03851764,0,3.96423694,0,0
2021-02-01,43.9045407,9.492873665,118.6609208,0,0,0,0,0,46.27775912,0,5.933046041,97.30195507,0
2021-02-02,5.246206148,8.461622819,0,0,0,0,0,0,5.330822376,0,1.86155702,0,0
2021-02-03,3.811588379,15.74351722,13.25769871,0,0,0,0,0,5.303079484,0,4.143030847,16.57212339,0
2021-02-04,22.39523171,18.6626931,37.32538619,0,59.72061791,0,24.26150102,0,24.26150102,186.626931,5.598807929,0,0
2021-02-05,7.446799545,27.30493166,0,25.37427993,0,0,17.3758656,0,27.58073905,0,6.343569983,0,0
2021-02-06,0,15.7023761,0,0,0,0,33.40931085,0,7.015955279,0,2.672744868,21.04786584,0
2021-02-07,11.11820685,16.38472589,0,0,29.25843909,0,0,0,12.28854442,0,0,24.28450444,0
2021-02-08,27.1317859,9.043928633,18.08785727,34.66839309,51.24892892,0,0,0,24.11714302,150.7321439,3.014642878,22.60982158,0
2021-02-09,19.99214345,22.73079323,13.96711392,27.38649787,0,0,19.17054851,0,6.846624468,0,4.655704638,17.25349366,0
2021-02-10,10.27359481,17.35883261,0,0,35.42618901,0,0,0,16.65030883,0,3.896880791,15.23326127,0
2021-02-11,13.47572603,47.1650411,0,44.91908677,67.37863015,0,0,0,22.45954338,224.5954338,4.491908677,0,0
2021-02-12,14.09548749,15.60571829,16.10912856,0,50.34102675,0,0,0,18.6261799,0,5.034102675,0,0
2021-02-13,13.89150575,14.23032296,0,0,33.88172133,0,0,0,14.90795739,0,0,15.2467746,0
2021-02-14,2.301359491,11.34241463,0,16.43828208,0,0,0,0,11.01364899,0,2.630125132,10.19173489,0
2021-02-15,9.167176598,14.55107396,0,0,0,0,0,0,7.712069201,0,1.018575178,0,0
2021-02-16,26.47573085,10.70928439,0,0,0,0,0,0,29.45053206,0,3.569761462,29.74801219,0
2021-02-17,7.165541641,14.33108328,0,22.86149,34.12162686,0,16.03716463,0,7.847974179,0,3.753378955,0,0
2021-02-18,12.319121,12.319121,0,0,49.27648399,0,24.638242,1231.9121,12.319121,0,0,0,0
2021-02-19,20.30723266,12.2304924,17.53806457,0,0,0,0,0,15.4611885,0,2.76916809,23.07640075,0
2021-02-20,32.55780701,26.04624561,23.87572514,0,0,0,28.21676607,0,17.36416374,217.0520467,6.511561401,0,0
2021-02-21,0,10.02105973,0,0,62.63162332,0,27.55791426,0,19.41580323,0,6.889478565,0,0
2021-02-22,11.00868697,22.25669323,0,0,0,0,0,0,10.53004841,0,5.982982051,23.9319282,0
2021-02-23,5.305461623,3.979096218,0,0,0,0,66.31827029,0,9.947740544,0,11.27410595,22.5482119,0
2021-02-24,10.92740893,13.85439346,19.51323023,17.95217181,0,0,0,0,7.61015979,0,0,12.29333505,0
2021-02-25,37.28696481,11.93182874,25.72800572,0,0,0,0,0,26.84661467,0,12.67756804,31.69392009,0
2021-02-26,29.08764474,23.56099224,0,0,0,0,0,0,24.72449803,0,5.5266525,0,0
2021-02-27,8.411042171,1.818603713,7.274414851,14.77615517,22.73254641,0,0,0,4.773834746,0,4.773834746,9.093018564,0
2021-02-28,8.167811433,15.37470387,9.128730426,18.9781501,0,0,24.0229748,0,10.81033866,0,1.441378488,24.0229748,0
2021-03-01,5.129260155,10.25852031,0,0,0,0,34.1950677,0,10.94242166,0,0,0,0
2021-03-02,7.231800439,8.941135088,13.14872807,0,0,0,0,0,10.51898246,0,2.103796491,0,0
2021-03-03,3.369005007,2.695204005,0,11.23001669,0,0,0,0,4.71660701,0,0,0,0
2021-03-04,4.00429115,12.81373168,13.61458991,26.69527433,0,0,17.35192832,0,7.474676814,0,4.271243893,17.08497557,0
2021-03-05,18.29589084,2.286986355,0,0,0,0,0,0,12.57842495,114.3493177,0,46.88322027,0
2021-03-06,0,15.95394193,0,0,0,0,0,0,42.54384514,0,5.317980642,88.6330107,0
2021-03-07,4.963670876,7.837375067,26.12458356,0,25.34084605,0,0,0,7.837375067,0,1.306229178,21.94465019,0
2021-03-08,16.09651658,13.03817843,0,0,0,0,0,0,11.42852677,0,4.346059477,0,0
2021-03-09,34.60034729,4.070629093,18.31783092,67.84381821,0,0,23.06689819,0,12.89032546,0,5.427505457,0,0
2021-03-10,5.142844815,17.26526473,0,36.73460582,0,0,24.97953196,0,14.32649627,0,0,22.40810955,0
2021-03-11,12.2995182,10.49958871,29.99882488,28.79887188,0,0,0,0,4.79981198,0,2.39990599,0,0
2021-03-12,0,5.128033424,0,41.02426739,0,0,27.69138049,0,8.204853478,0,0,51.28033424,0
2021-03-13,12.76879582,4.911075314,23.57316151,0,0,0,14.73322594,0,8.839935565,98.22150628,4.911075314,0,0
2021-03-14,7.774795136,0,26.8096384,0,0,0,0,0,9.651469824,0,4.02144576,17.15816858,0
2021-03-15,13.01698931,10.71987355,9.188463042,0,0,0,0,0,5.359936775,76.57052535,3.828526268,22.20545235,0
2021-03-16,4.494715428,1.797886171,0,29.96476952,23.37252023,0,0,0,8.689783161,0,1.198590781,19.47710019,0
2021-03-17,5.25042899,7.477883713,0,0,0,0,0,0,4.295805537,0,1.909246905,15.91039088,0
2021-03-18,4.316073516,5.395091895,0,0,0,0,0,0,5.395091895,0,1.186920217,0,0
2021-03-19,10.30079138,4.213960109,0,0,0,0,0,0,13.11009812,0,2.809306739,23.41088949,0
2021-03-20,4.108791448,4.869678753,15.2177461,0,0,0,9.435002584,0,4.260968909,0,3.500081604,9.130647662,0
2021-03-21,0,3.834926841,34.86297128,0,0,0,0,0,20.91778277,0,0,0,0
2021-03-22,10.72167669,31.53434321,19.55129279,0,0,0,0,0,17.6592322,0,3.153434321,0,0
2021-03-23,2.725697185,9.085657282,0,0,0,0,0,0,8.404232986,0,0,22.7141432,0
2021-03-24,12.21347566,14.86857907,0,0,0,0,0,0,14.86857907,0,3.186124086,53.1020681,0
2021-03-25,28.68798492,18.3469671,25.35217272,0,0,0,33.358122,0,22.34994174,0,4.00297464,0,0
2021-03-26,5.065652774,11.25700617,0,0,0,0,0,0,3.714812035,0,1.801120986,7.317054007,0
2021-03-27,19.10190654,10.21729885,22.21151923,0,0,0,0,0,5.552879808,0,6.885570962,0,0
2021-03-28,14.75049902,8.850299413,0,73.75249511,0,0,0,0,8.112774462,0,9.587824364,0,0
